experiment_id,model_family,watermark_method,watermark_params,text_type,attack_name,attack_param,sample_length,perplexity_score,detection_z_score,detection_p_value,is_detected,prompt,generated_text,attacked_text
95ae2f3290cb,facebook/opt-1.3b,GPW-SP,N/A (detection only),human_gold,Clean,N/A,131,32.84,0.8918,0.186254,0,,"Do you remember the game from this fragment of box art? Leave your answer in the comments! For those curious as to what last Friday's Remember This game was, it was Afro Samurai. Pow!
""...it was Afro Samurai. Pow!""
Damn you Lien. DAMN YOU.
Oh wait, I know! The blue ending to Mass Effect 3!
FIFA Worl",
c40c31590018,facebook/opt-1.3b,UNIGRAM,N/A (detection only),human_gold,Clean,N/A,121,8.44,2.556,0.005294,1,,"4 NICE LOTS READY TO BUILD YOUR DREAM HOME or MULTI UNITS. INCLUDES LOTS 5, 6, 7, & 8. EACH LOT CAN BE SOLD SEPARATELY OR CAN BE SOLD AS A PACKAGE WITH ALL 4 LOTS. DEVELOPERS, THIS IS A WONDERFUL OPPORTUNITY TO SELL YOUR HOMES! LOTS ARE IN FRONT OF NICELY MAINTAINED HOMES. BUYER AND BUYERS AGENT TO ",
268658d9d7fc,facebook/opt-1.3b,KGW,N/A (detection only),human_gold,Clean,N/A,121,8.44,-0.0949,0.537809,0,,"4 NICE LOTS READY TO BUILD YOUR DREAM HOME or MULTI UNITS. INCLUDES LOTS 5, 6, 7, & 8. EACH LOT CAN BE SOLD SEPARATELY OR CAN BE SOLD AS A PACKAGE WITH ALL 4 LOTS. DEVELOPERS, THIS IS A WONDERFUL OPPORTUNITY TO SELL YOUR HOMES! LOTS ARE IN FRONT OF NICELY MAINTAINED HOMES. BUYER AND BUYERS AGENT TO ",
7e8e8150c91c,facebook/opt-1.3b,GPW-SP,N/A (detection only),human_gold,Clean,N/A,121,8.44,-0.6112,0.729473,0,,"4 NICE LOTS READY TO BUILD YOUR DREAM HOME or MULTI UNITS. INCLUDES LOTS 5, 6, 7, & 8. EACH LOT CAN BE SOLD SEPARATELY OR CAN BE SOLD AS A PACKAGE WITH ALL 4 LOTS. DEVELOPERS, THIS IS A WONDERFUL OPPORTUNITY TO SELL YOUR HOMES! LOTS ARE IN FRONT OF NICELY MAINTAINED HOMES. BUYER AND BUYERS AGENT TO ",
0eeba9092d0e,facebook/opt-1.3b,UNIGRAM,N/A (detection only),human_gold,Clean,N/A,139,18.98,1.362,0.086597,0,,"Bob ""Bus Bob"" Krause, 59, of Waikiki, an Oahu Transit System bus driver, died at home. He was born in Bremen, Germany. He is survived by parents Hans Krause and Sonja Aiwohi, brother Ralph and sisters Lorraine Kinnamon and Charmaine Moniz. Celebration of life: 2 p.m. Friday at Outrigger Canoe Club W",
b751a1d741ce,facebook/opt-1.3b,KGW,N/A (detection only),human_gold,Clean,N/A,139,18.98,0.7071,0.23975,0,,"Bob ""Bus Bob"" Krause, 59, of Waikiki, an Oahu Transit System bus driver, died at home. He was born in Bremen, Germany. He is survived by parents Hans Krause and Sonja Aiwohi, brother Ralph and sisters Lorraine Kinnamon and Charmaine Moniz. Celebration of life: 2 p.m. Friday at Outrigger Canoe Club W",
54ed580c9ed9,facebook/opt-1.3b,GPW-SP,N/A (detection only),human_gold,Clean,N/A,139,18.98,-0.3399,0.633051,0,,"Bob ""Bus Bob"" Krause, 59, of Waikiki, an Oahu Transit System bus driver, died at home. He was born in Bremen, Germany. He is survived by parents Hans Krause and Sonja Aiwohi, brother Ralph and sisters Lorraine Kinnamon and Charmaine Moniz. Celebration of life: 2 p.m. Friday at Outrigger Canoe Club W",
e607b8aaeab6,facebook/opt-1.3b,UNIGRAM,N/A (detection only),human_gold,Clean,N/A,171,16.75,1.5339,0.062523,0,,"At a “Street Speakout Against U.S. War & Racism,” organizations representing struggles against U.S. imperialism on the Korean peninsula, the Philippines, Iran, and Central and South America, as well as here in the U.S., gathered on the United National Antiwar Coalition’s national days of action. The",
e0f4492b343a,facebook/opt-1.3b,KGW,N/A (detection only),human_gold,Clean,N/A,171,16.75,-0.0808,0.532217,0,,"At a “Street Speakout Against U.S. War & Racism,” organizations representing struggles against U.S. imperialism on the Korean peninsula, the Philippines, Iran, and Central and South America, as well as here in the U.S., gathered on the United National Antiwar Coalition’s national days of action. The",
7028568c04fd,facebook/opt-1.3b,GPW-SP,N/A (detection only),human_gold,Clean,N/A,171,16.75,0.2969,0.383257,0,,"At a “Street Speakout Against U.S. War & Racism,” organizations representing struggles against U.S. imperialism on the Korean peninsula, the Philippines, Iran, and Central and South America, as well as here in the U.S., gathered on the United National Antiwar Coalition’s national days of action. The",
54682c2f2f02,facebook/opt-1.3b,UNIGRAM,N/A (detection only),human_gold,Clean,N/A,187,4.11,0.2933,0.384649,0,,"Super Bowl LIII will be played between the New England Patriots and Los Angeles Rams on Sunday. The Super Bowl will start at 3:30 p.m. PST.
The Rams advanced to the Super Bowl following a thrilling, 26-23 overtime win against the New Orleans Saints. It marks the franchise’s fourth trip to the Super ",
14281ee863de,facebook/opt-1.3b,KGW,N/A (detection only),human_gold,Clean,N/A,187,4.11,0.241,0.404791,0,,"Super Bowl LIII will be played between the New England Patriots and Los Angeles Rams on Sunday. The Super Bowl will start at 3:30 p.m. PST.
The Rams advanced to the Super Bowl following a thrilling, 26-23 overtime win against the New Orleans Saints. It marks the franchise’s fourth trip to the Super ",
14a6b94d5e6f,facebook/opt-1.3b,GPW-SP,N/A (detection only),human_gold,Clean,N/A,187,4.11,2.0259,0.021385,0,,"Super Bowl LIII will be played between the New England Patriots and Los Angeles Rams on Sunday. The Super Bowl will start at 3:30 p.m. PST.
The Rams advanced to the Super Bowl following a thrilling, 26-23 overtime win against the New Orleans Saints. It marks the franchise’s fourth trip to the Super ",
4bb0a1551547,facebook/opt-1.3b,UNIGRAM,N/A (detection only),human_gold,Clean,N/A,201,23.3,-0.1414,0.556231,0,,"It's our longest ever edition of Football Weekly - but you know what they say, size ain't everything.
AC Jimbo has Barry Glendenning, Sean Ingle and Philippe Auclair in the pod to discuss a stonking weekend of football, as Manchester United claimed their 19th league title, Manchester City won the FA",
dc702397a89b,facebook/opt-1.3b,KGW,N/A (detection only),human_gold,Clean,N/A,201,23.3,0.8571,0.195683,0,,"It's our longest ever edition of Football Weekly - but you know what they say, size ain't everything.
AC Jimbo has Barry Glendenning, Sean Ingle and Philippe Auclair in the pod to discuss a stonking weekend of football, as Manchester United claimed their 19th league title, Manchester City won the FA",
689cd72e77d6,facebook/opt-1.3b,GPW-SP,N/A (detection only),human_gold,Clean,N/A,201,23.3,-0.9076,0.817952,0,,"It's our longest ever edition of Football Weekly - but you know what they say, size ain't everything.
AC Jimbo has Barry Glendenning, Sean Ingle and Philippe Auclair in the pod to discuss a stonking weekend of football, as Manchester United claimed their 19th league title, Manchester City won the FA",
e6da32ff9b42,facebook/opt-1.3b,UNIGRAM,N/A (detection only),human_gold,Clean,N/A,107,35.31,1.3598,0.086947,0,,"Virtuoso’s Luxe Report surveyed 1,071 of its advisors and found travelers are increasingly looking to personalize their trips with staged photo shoots, private helicopter transfers and more.
The hotel offers 276 rooms, five distinct dining experiences, 14 venues for meetings and events, and more. Ch",
ef5a0ccea393,facebook/opt-1.3b,KGW,N/A (detection only),human_gold,Clean,N/A,107,35.31,-1.0,0.841345,0,,"Virtuoso’s Luxe Report surveyed 1,071 of its advisors and found travelers are increasingly looking to personalize their trips with staged photo shoots, private helicopter transfers and more.
The hotel offers 276 rooms, five distinct dining experiences, 14 venues for meetings and events, and more. Ch",
54f396750fe0,facebook/opt-1.3b,GPW-SP,N/A (detection only),human_gold,Clean,N/A,107,35.31,1.2379,0.10787,0,,"Virtuoso’s Luxe Report surveyed 1,071 of its advisors and found travelers are increasingly looking to personalize their trips with staged photo shoots, private helicopter transfers and more.
The hotel offers 276 rooms, five distinct dining experiences, 14 venues for meetings and events, and more. Ch",
9cffcca91ff9,facebook/opt-1.3b,UNIGRAM,N/A (detection only),human_gold,Clean,N/A,136,38.5,0.2582,0.398127,0,,"If you want to succeed, don’t look back.
skills in drawing and painting, I took notice.
game, is the utter lack of compromise to the vision they are pursuing.
eyes pinned to the end goal and stick with their strategic direction.
sliding on your own pool of sweat.
out your dream, killing your prey?
D",
f0c7f04cb326,facebook/opt-1.3b,KGW,N/A (detection only),human_gold,Clean,N/A,136,38.5,-0.9918,0.839361,0,,"If you want to succeed, don’t look back.
skills in drawing and painting, I took notice.
game, is the utter lack of compromise to the vision they are pursuing.
eyes pinned to the end goal and stick with their strategic direction.
sliding on your own pool of sweat.
out your dream, killing your prey?
D",
7bb707b47f31,facebook/opt-1.3b,GPW-SP,N/A (detection only),human_gold,Clean,N/A,136,38.5,-0.3961,0.653983,0,,"If you want to succeed, don’t look back.
skills in drawing and painting, I took notice.
game, is the utter lack of compromise to the vision they are pursuing.
eyes pinned to the end goal and stick with their strategic direction.
sliding on your own pool of sweat.
out your dream, killing your prey?
D",
68b3c8862b6e,facebook/opt-1.3b,UNIGRAM,N/A (detection only),human_gold,Clean,N/A,74,11.99,-0.8193,0.793689,0,,"CAPE CANAVERAL, Fla. (AP)  SpaceX has launched a used supply ship on a used rocket to the International Space Station.
It’s the second trip to the orbiting lab for this particular Dragon, recycled following a visit two years ago. The Falcon’s first-stage booster also flew before  last summer.",
493035407c54,facebook/opt-1.3b,KGW,N/A (detection only),human_gold,Clean,N/A,74,11.99,0.3665,0.356993,0,,"CAPE CANAVERAL, Fla. (AP)  SpaceX has launched a used supply ship on a used rocket to the International Space Station.
It’s the second trip to the orbiting lab for this particular Dragon, recycled following a visit two years ago. The Falcon’s first-stage booster also flew before  last summer.",
2d812a140ceb,facebook/opt-1.3b,GPW-SP,N/A (detection only),human_gold,Clean,N/A,74,11.99,-0.8249,0.7953,0,,"CAPE CANAVERAL, Fla. (AP)  SpaceX has launched a used supply ship on a used rocket to the International Space Station.
It’s the second trip to the orbiting lab for this particular Dragon, recycled following a visit two years ago. The Falcon’s first-stage booster also flew before  last summer.",
ba8d9dfa26b1,facebook/opt-1.3b,UNIGRAM,N/A (detection only),human_gold,Clean,N/A,200,8.7,-0.0709,0.528257,0,,"Well, it looks like the Golden State Warriors will just have to make due with four All-Stars on their team and not potentially five.
Portland Trail Blazers&apos; All-Star point guard Damian Lillard was asked on Twitter on Wednesday if he would consider playing for his hometown Warriors someday. The ",
70d176655bfd,facebook/opt-1.3b,KGW,N/A (detection only),human_gold,Clean,N/A,200,8.7,0.1474,0.441392,0,,"Well, it looks like the Golden State Warriors will just have to make due with four All-Stars on their team and not potentially five.
Portland Trail Blazers&apos; All-Star point guard Damian Lillard was asked on Twitter on Wednesday if he would consider playing for his hometown Warriors someday. The ",
94ff1e155045,facebook/opt-1.3b,GPW-SP,N/A (detection only),human_gold,Clean,N/A,200,8.7,-2.0858,0.981499,0,,"Well, it looks like the Golden State Warriors will just have to make due with four All-Stars on their team and not potentially five.
Portland Trail Blazers&apos; All-Star point guard Damian Lillard was asked on Twitter on Wednesday if he would consider playing for his hometown Warriors someday. The ",
16438333bd68,facebook/opt-1.3b,UNIGRAM,N/A (detection only),human_gold,Clean,N/A,189,12.79,-0.1459,0.557986,0,,"Google Music hasn’t been making a lot of noise lately and is, in some ways, in danger of being overshadowed by other cloud music sites. But the Internet giant has roared back with the addition of a key backup feature for users.
Starting immediately, Google Music users are able to instantly restore t",
b67564f6edd5,facebook/opt-1.3b,KGW,N/A (detection only),human_gold,Clean,N/A,189,12.79,0.5322,0.297294,0,,"Google Music hasn’t been making a lot of noise lately and is, in some ways, in danger of being overshadowed by other cloud music sites. But the Internet giant has roared back with the addition of a key backup feature for users.
Starting immediately, Google Music users are able to instantly restore t",
7712746637f7,facebook/opt-1.3b,GPW-SP,N/A (detection only),human_gold,Clean,N/A,189,12.79,-0.5926,0.72329,0,,"Google Music hasn’t been making a lot of noise lately and is, in some ways, in danger of being overshadowed by other cloud music sites. But the Internet giant has roared back with the addition of a key backup feature for users.
Starting immediately, Google Music users are able to instantly restore t",
1156d890bbee,facebook/opt-1.3b,UNIGRAM,N/A (detection only),human_gold,Clean,N/A,187,15.34,-1.3198,0.906553,0,,"... as the iPhone chips away at RIM dominance | City A.M.
STANDARD Chartered is replacing the BlackBerry, currently its standard corporate communications device, with the iPhone, a move that could eventually result in thousands of bankers switching to the Apple device for business communication on t",
e0d840385f5b,facebook/opt-1.3b,KGW,N/A (detection only),human_gold,Clean,N/A,187,15.34,-0.1543,0.561315,0,,"... as the iPhone chips away at RIM dominance | City A.M.
STANDARD Chartered is replacing the BlackBerry, currently its standard corporate communications device, with the iPhone, a move that could eventually result in thousands of bankers switching to the Apple device for business communication on t",
960c93f54332,facebook/opt-1.3b,GPW-SP,N/A (detection only),human_gold,Clean,N/A,187,15.34,-0.4915,0.688462,0,,"... as the iPhone chips away at RIM dominance | City A.M.
STANDARD Chartered is replacing the BlackBerry, currently its standard corporate communications device, with the iPhone, a move that could eventually result in thousands of bankers switching to the Apple device for business communication on t",
6038f67f598e,facebook/opt-1.3b,UNIGRAM,N/A (detection only),human_gold,Clean,N/A,175,14.27,0.4549,0.324605,0,,EXCLUSIVE: 100 Questions creator Christopher Moynihan has inked a two-script deal with ABC Studios to write and executive produce two comedy projects for the studio. The projects will be co-produced by Tagline Pictures whose sister management company Thruline Entertainment manages Moynihan. Moynihan,
3f31842d4136,facebook/opt-1.3b,KGW,N/A (detection only),human_gold,Clean,N/A,175,14.27,-0.0783,0.531216,0,,EXCLUSIVE: 100 Questions creator Christopher Moynihan has inked a two-script deal with ABC Studios to write and executive produce two comedy projects for the studio. The projects will be co-produced by Tagline Pictures whose sister management company Thruline Entertainment manages Moynihan. Moynihan,
df023e25ebc3,facebook/opt-1.3b,GPW-SP,N/A (detection only),human_gold,Clean,N/A,175,14.27,1.5239,0.063772,0,,EXCLUSIVE: 100 Questions creator Christopher Moynihan has inked a two-script deal with ABC Studios to write and executive produce two comedy projects for the studio. The projects will be co-produced by Tagline Pictures whose sister management company Thruline Entertainment manages Moynihan. Moynihan,
7d1488b4e69c,facebook/opt-1.3b,UNIGRAM,N/A (detection only),human_gold,Clean,N/A,96,5.08,0.1026,0.459141,0,,"The body of a woman has been found in a river at a boatyard in Woodbridge, Suffolk.
Suffolk Police were contacted at around 10:50am today, by the Coastguard who were responding to reports of a body in the river.
Officers attended the scene and assisted the coastguard in removing the body from the wa",
150bae8517ab,facebook/opt-1.3b,KGW,N/A (detection only),human_gold,Clean,N/A,96,5.08,-0.2108,0.583486,0,,"The body of a woman has been found in a river at a boatyard in Woodbridge, Suffolk.
Suffolk Police were contacted at around 10:50am today, by the Coastguard who were responding to reports of a body in the river.
Officers attended the scene and assisted the coastguard in removing the body from the wa",
bee24abfb943,facebook/opt-1.3b,GPW-SP,N/A (detection only),human_gold,Clean,N/A,96,5.08,0.017,0.493236,0,,"The body of a woman has been found in a river at a boatyard in Woodbridge, Suffolk.
Suffolk Police were contacted at around 10:50am today, by the Coastguard who were responding to reports of a body in the river.
Officers attended the scene and assisted the coastguard in removing the body from the wa",
c2567c41065f,facebook/opt-1.3b,UNIGRAM,N/A (detection only),human_gold,Clean,N/A,41,52.19,-0.6325,0.736455,0,,Who are even trying to kid?! Kanye West is - without a shadow of a doubt - THE reason Twitter's where it's at today. And it looks like the Sigma lads agree with us!,
4148592872ef,facebook/opt-1.3b,KGW,N/A (detection only),human_gold,Clean,N/A,41,52.19,-1.4412,0.925229,0,,Who are even trying to kid?! Kanye West is - without a shadow of a doubt - THE reason Twitter's where it's at today. And it looks like the Sigma lads agree with us!,
b2e0313be204,facebook/opt-1.3b,GPW-SP,N/A (detection only),human_gold,Clean,N/A,41,52.19,-1.3081,0.904573,0,,Who are even trying to kid?! Kanye West is - without a shadow of a doubt - THE reason Twitter's where it's at today. And it looks like the Sigma lads agree with us!,
ffcf83bb2efc,facebook/opt-1.3b,UNIGRAM,N/A (detection only),human_gold,Clean,N/A,234,8.13,-0.7206,0.764433,0,,"Top performances from Tuesday's high school action.
Avery Dyer (Lexington volleyball) – Dyer had 34 assists, four aces, seven digs and three kills as the Lady Tigers beat Hardin County 3-1.
Aly Goodman (South Gibson soccer) – Goodman had three goals and three assists as the Lady Hornets beat Chester",
f1462f7cc750,facebook/opt-1.3b,KGW,N/A (detection only),human_gold,Clean,N/A,234,8.13,-1.9118,0.972049,0,,"Top performances from Tuesday's high school action.
Avery Dyer (Lexington volleyball) – Dyer had 34 assists, four aces, seven digs and three kills as the Lady Tigers beat Hardin County 3-1.
Aly Goodman (South Gibson soccer) – Goodman had three goals and three assists as the Lady Hornets beat Chester",
333ca3b50e76,facebook/opt-1.3b,GPW-SP,N/A (detection only),human_gold,Clean,N/A,234,8.13,1.3949,0.081522,0,,"Top performances from Tuesday's high school action.
Avery Dyer (Lexington volleyball) – Dyer had 34 assists, four aces, seven digs and three kills as the Lady Tigers beat Hardin County 3-1.
Aly Goodman (South Gibson soccer) – Goodman had three goals and three assists as the Lady Hornets beat Chester",
d51102147af3,facebook/opt-1.3b,UNIGRAM,N/A (detection only),human_gold,Clean,N/A,227,6.25,1.8625,0.031264,0,,"TAYCHEEDAH - Two men were seriously injured Thursday night in a head-on crash in the town of Taycheedah.
A 35-year-old Fond du Lac man was traveling west about 7:30 p.m. on Fond du Lac County WH east of Konen Road, crossed the center line and struck another vehicle headed east, according to the Fond",
9e90cd5131df,facebook/opt-1.3b,KGW,N/A (detection only),human_gold,Clean,N/A,227,6.25,0.4308,0.333316,0,,"TAYCHEEDAH - Two men were seriously injured Thursday night in a head-on crash in the town of Taycheedah.
A 35-year-old Fond du Lac man was traveling west about 7:30 p.m. on Fond du Lac County WH east of Konen Road, crossed the center line and struck another vehicle headed east, according to the Fond",
1d1f9359ef1b,facebook/opt-1.3b,GPW-SP,N/A (detection only),human_gold,Clean,N/A,227,6.25,-1.4428,0.925468,0,,"TAYCHEEDAH - Two men were seriously injured Thursday night in a head-on crash in the town of Taycheedah.
A 35-year-old Fond du Lac man was traveling west about 7:30 p.m. on Fond du Lac County WH east of Konen Road, crossed the center line and struck another vehicle headed east, according to the Fond",
8ead90d02a95,facebook/opt-1.3b,UNIGRAM,N/A (detection only),human_gold,Clean,N/A,139,11.38,-0.3405,0.633261,0,,"Following recent upgrades in other markets, Comcast announced this week that it has boosted the speed of three broadband tiers in Portland, Salt Lake City, Seattle, Denver and Colorado Springs.
With the upgrade (hat tip: DSL Reports), Comcast’s “Performance” tier doubles to 50 Mbps (downstream), “Bl",
1ba4e4a36ebe,facebook/opt-1.3b,KGW,N/A (detection only),human_gold,Clean,N/A,139,11.38,-2.0572,0.980166,0,,"Following recent upgrades in other markets, Comcast announced this week that it has boosted the speed of three broadband tiers in Portland, Salt Lake City, Seattle, Denver and Colorado Springs.
With the upgrade (hat tip: DSL Reports), Comcast’s “Performance” tier doubles to 50 Mbps (downstream), “Bl",
049c2d7c5ed6,facebook/opt-1.3b,GPW-SP,N/A (detection only),human_gold,Clean,N/A,139,11.38,-0.5189,0.698099,0,,"Following recent upgrades in other markets, Comcast announced this week that it has boosted the speed of three broadband tiers in Portland, Salt Lake City, Seattle, Denver and Colorado Springs.
With the upgrade (hat tip: DSL Reports), Comcast’s “Performance” tier doubles to 50 Mbps (downstream), “Bl",
dc62c9987f2d,facebook/opt-1.3b,UNIGRAM,N/A (detection only),human_gold,Clean,N/A,209,22.06,0.0,0.5,0,,"A Charlotte cancer patient and his Oncologist just finished one of the most iconic marathons in the country.
Wayne Moorehead continues to inspire as he learns to walk without help at TIRR Memorial Hermann, because to him, sitting around waiting for life to happen is not an option.
An Army captain wh",
0e7a5b8aef39,facebook/opt-1.3b,KGW,N/A (detection only),human_gold,Clean,N/A,209,22.06,-0.7759,0.78109,0,,"A Charlotte cancer patient and his Oncologist just finished one of the most iconic marathons in the country.
Wayne Moorehead continues to inspire as he learns to walk without help at TIRR Memorial Hermann, because to him, sitting around waiting for life to happen is not an option.
An Army captain wh",
2c30a704a69c,facebook/opt-1.3b,GPW-SP,N/A (detection only),human_gold,Clean,N/A,209,22.06,-2.3262,0.989996,0,,"A Charlotte cancer patient and his Oncologist just finished one of the most iconic marathons in the country.
Wayne Moorehead continues to inspire as he learns to walk without help at TIRR Memorial Hermann, because to him, sitting around waiting for life to happen is not an option.
An Army captain wh",
aabd537def53,facebook/opt-1.3b,UNIGRAM,N/A (detection only),human_gold,Clean,N/A,159,18.69,-2.2276,0.987045,0,,"According to the relevant laws and regulations, search results for “constitutional government” cannot be displayed.
As of January 6, the following search terms are blocked on Sina Weibo (not including the “search for user” function).
Although these characters are unblocked as of posting, “southern” ",
9bfcc3057d81,facebook/opt-1.3b,KGW,N/A (detection only),human_gold,Clean,N/A,159,18.69,-1.029,0.848258,0,,"According to the relevant laws and regulations, search results for “constitutional government” cannot be displayed.
As of January 6, the following search terms are blocked on Sina Weibo (not including the “search for user” function).
Although these characters are unblocked as of posting, “southern” ",
31ac248b4d52,facebook/opt-1.3b,GPW-SP,N/A (detection only),human_gold,Clean,N/A,159,18.69,2.0795,0.018786,0,,"According to the relevant laws and regulations, search results for “constitutional government” cannot be displayed.
As of January 6, the following search terms are blocked on Sina Weibo (not including the “search for user” function).
Although these characters are unblocked as of posting, “southern” ",
9aaf28e8b246,facebook/opt-1.3b,UNIGRAM,N/A (detection only),human_gold,Clean,N/A,133,21.05,-1.7408,0.959139,0,,"RANGERS general manager Doug Melvin, whose team has been in last place since June 11, said he is more interested in signing closer John Wetteland to a contract extension than he is in trading the veteran who has lost something on his fastball but still is effective enough to get 21 saves in last 23 ",
3c5cba14c7be,facebook/opt-1.3b,KGW,N/A (detection only),human_gold,Clean,N/A,133,21.05,0.0894,0.464365,0,,"RANGERS general manager Doug Melvin, whose team has been in last place since June 11, said he is more interested in signing closer John Wetteland to a contract extension than he is in trading the veteran who has lost something on his fastball but still is effective enough to get 21 saves in last 23 ",
2d76ab2eb4a2,facebook/opt-1.3b,GPW-SP,N/A (detection only),human_gold,Clean,N/A,133,21.05,1.2563,0.104498,0,,"RANGERS general manager Doug Melvin, whose team has been in last place since June 11, said he is more interested in signing closer John Wetteland to a contract extension than he is in trading the veteran who has lost something on his fastball but still is effective enough to get 21 saves in last 23 ",
a55c600c2319,facebook/opt-1.3b,UNIGRAM,N/A (detection only),human_gold,Clean,N/A,170,24.61,3.0,0.00135,1,,"Singer Carrie Underwood, former American Idol champ and Almay makeup spokesperson, posted an Instagram pic on Friday that showed off her flawless skin and adorable dog.
""Cloudy but no rain = perfect day to run outside!"" she captioned the pic. She helpfully included her workout routine: ""1mi treadmil",
b94e0d4aa629,facebook/opt-1.3b,KGW,N/A (detection only),human_gold,Clean,N/A,170,24.61,-1.1749,0.879981,0,,"Singer Carrie Underwood, former American Idol champ and Almay makeup spokesperson, posted an Instagram pic on Friday that showed off her flawless skin and adorable dog.
""Cloudy but no rain = perfect day to run outside!"" she captioned the pic. She helpfully included her workout routine: ""1mi treadmil",
d135f0b99d33,facebook/opt-1.3b,GPW-SP,N/A (detection only),human_gold,Clean,N/A,170,24.61,-0.442,0.670766,0,,"Singer Carrie Underwood, former American Idol champ and Almay makeup spokesperson, posted an Instagram pic on Friday that showed off her flawless skin and adorable dog.
""Cloudy but no rain = perfect day to run outside!"" she captioned the pic. She helpfully included her workout routine: ""1mi treadmil",
08d8f65d21da,facebook/opt-1.3b,UNIGRAM,N/A (detection only),human_gold,Clean,N/A,139,10.38,-1.7025,0.95567,0,,"O2 chief executive Ronan Dunne is exploring a debt-fuelled £8.5bn management buyout attempt following the collapse of CK Hutchison’s takeover bid for the mobile operator, The Daily Telegraph can reveal.
The Irishman, 52, has been approached in recent weeks by potential private equity sponsors aiming",
