sample_id,prompt,original_text,attacked_text,z_score_original,z_score_attacked,is_watermarked_original,is_watermarked_attacked,num_tokens,generation_time,detection_time_original,detection_time_attacked
10,"If you want to succeed, don’t look back. skills in drawing and painting, I took notice. game, is the"," and that’s also an example, for example, that I have that, the first.

The first step, in the real-life process, is to know yourself.

1. I have never seen the word “credibility” in any scientific or","and that’s also an example, for example, that I have that, the first. The number one step, in the real-life process, is to know yourself. 1. I rich person never seen the word “credibility” Hoosier Sta",6.572670690061993,5.454551929548086,True,True,120,2.928046226501465,0.0009701251983642578,0.0006115436553955078
11,"CAPE CANAVERAL, Fla. (AP)  SpaceX has launched a used supply ship on a used rocket to the Internati"," a shuttle shuttle, and the first for a Russian-owned, Russian-built resupply ship. The first resupply flight took off from Cape Canaveral in April 2010.

Lift-off took off 11:48 a.m. EST. Friday with","a shuttlecock shuttle, and the get-go for a Russian-owned, Russian-built resupply ship. The first resupply flight took off from Mantle Canaveral in April 2010. Lift-off took off 11:48 a.m. EST. Friday",7.12039324756716,6.041186552271796,True,True,120,2.9732978343963623,0.0010294914245605469,0.0007109642028808594
12,"Well, it looks like the Golden State Warriors will just have to make due with four All-Stars on thei"," Kemba Walker isn&apos;t likely to return on Monday against the Philadelphia 76ers.

Coach Terry Stotts announced on Friday that Walker won&apos;t play after he was injured in the fourth quarter of Fr",Kemba Walker isn&apos;t likely to return on Monday against the Philadelphia 76ers. Coach Terry cloth Stotts announced on Friday that Walker won&apos;t play after he WA injured in the one-quarter fourt,4.381780460041329,3.3093806066996887,True,False,120,2.94447660446167,0.0011034011840820312,0.0007128715515136719
13,"Google Music hasn’t been making a lot of noise lately and is, in some ways, in danger of being overs"," announced that they will start working on a streaming video service in the coming weeks.

According to a post on the company’s official Android Blog, Google will begin rolling out a beta video servic","announced that they will startle workings on a cyclosis video service in the orgasm weeks. According to a post on the company’s functionary Android Blog, Google will begin rolling out a beta video rec",7.302967433402215,4.842479984790931,True,True,120,2.9003584384918213,0.0008382797241210938,0.0006566047668457031
14,... as the iPhone chips away at RIM dominance | City A.M. STANDARD Chartered is replacing the BlackB," will pave the way for RIM to sell its smart phones through its own online stores.

The deal allows RIM, which now sells a version of BlackBerry through Apple’s online store, and Apple to tap into a m","volition pave the way for RIM to sell its smart phones through its own online stores. The deal allows RIM, which now sells a version of BlackBerry through Apple’s online store, and Apple to tap into a",3.556003556005334,3.0,False,False,62,1.378103256225586,0.0006458759307861328,0.0005407333374023438
15,EXCLUSIVE: 100 Questions creator Christopher Moynihan has inked a two-script deal with ABC Studios t," with Universal Television and Universal Television Alternative Studio.

The first comedy project will be a half-hour anthology drama focusing on 10 different families in the midst of real-life crises",with Universal Television and Universal Tv Alternative Studio. The number one funniness labor will be a half-hour anthology drama focalization on 10 different families in the thick of real-life crises,5.659799760886717,5.057932103671849,True,True,120,2.964175224304199,0.0008780956268310547,0.0007243156433105469
16,"The body of a woman has been found in a river at a boatyard in Woodbridge, Suffolk. Suffolk Police w"," alerted to the discovery.

Police are now trying to locate an unidentified woman who was reported missing from Woodbridge on 30 August, and was last seen at around 9.15pm on 29 August, walking along ","alerted to the discovery. Police are now trying to locate Associate in Nursing unidentified woman who was reported missing from Woodbridge on XXX August, and was last seen at around 9.15pm on twenty-n",6.207522318391883,5.3707505285863055,True,True,120,2.9362261295318604,0.0009763240814208984,0.0005314350128173828
17,Who are even trying to kid?! Kanye West is - without a shadow of a doubt - THE reason Twitter's wher,", who actually do sell a camera, are getting into this whole rap beef, too.

Sigma, in a bid to get on top of Kanye West's Twitter game, have released a new Photoshop competition. Apparently, if you c",", who actually ut sell a camera, ar getting into this whole rap beef, too. Sigma, in a bid to get on top of Kanye West's Chirrup game, wealthy person released a new Photoshop competition. Apparently, ",5.659799760886717,4.422260844573012,True,True,120,2.888505458831787,0.0010080337524414062,0.0007317066192626953
18,Top performances from Tuesday's high school action. Avery Dyer (Lexington volleyball) – Dyer had 34 , 3-1 in the bi-district round. Taylor Clark (Lexington boys cross country) – Clark had the top individual performance of any boys runner in a 17.5 mile meet. The senior crossed the finish line in 10:4,3-1 inch the bi-district round. Taylor Clark (Lexington boys cross country) – Clark had the top individual performance of any boys runner Hoosier State a 17.5 mile meet. The senior crossed the finish ,4.199206274206274,2.2011272658140597,True,False,120,2.966188430786133,0.0010311603546142578,0.0007722377777099609
19,TAYCHEEDAH - Two men were seriously injured Thursday night in a head-on crash in the town of Taychee, on County W intersection with a Ford Fusion. The car crossed over County W and struck a southbound car driven by a 27-year-old man from Appleton. The man driving the car that crossed over also was in,on County W crossway with a Ford Fusion. The railroad car crossed over County Double-u and struck ampere southbound car driven by deoxyadenosine monophosphate 27-year-old man from Appleton. The servic,6.390096504226938,5.452382673766768,True,True,120,3.0645580291748047,0.0008454322814941406,0.0007839202880859375
20,"Following recent upgrades in other markets, Comcast announced this week that it has boosted the spee"," The company also announced that it will add 10 Mbps upload speed tier in Indianapolis, Oklahoma City, and Nashville, Tennessee.

Comcast also says that it will now offer 100 Mbps upload speed tier in","The company also announced that it will add 10 Mbps upload hurrying tier indium Indianapolis, Oklahoma City, and Nashville, Tennessee. Comcast also say that it will now offer 100 Mbps upload amphetami",8.763560920082657,6.850168759240548,True,True,120,2.9004526138305664,0.0008218288421630859,0.000705718994140625
21,A Charlotte cancer patient and his Oncologist just finished one of the most iconic marathons in the ,"
Please enable Javascript to watch this video
CHARLOTTE, N.C. – One of Charlotte and the world's top marathon runners made an incredible run across the United States.
On October 11, 2019, Team RWK Can","Please enable Javascript to watch this video CHARLOTTE, N.C. – 1 of Charlotte and the world's top marathon runners made an incredible run across the United States. On Oct 11, 2019, Squad RWK Cancer Ai",5.659799760886717,3.6381616886060666,True,False,120,2.9132590293884277,0.0008347034454345703,0.0006668567657470703
22,"According to the relevant laws and regulations, search results for “constitutional government” canno"," Chinese characters): “people power,” “freedom,” “civil rights,” “people’s rights,” “civil rights,” “people power,” “people power,” “freedom,” and “civil rights.”

Sina Weibo: The blocked terms

The c","Chinese characters): “people power,” “freedom,” “civil rights,” “people’s rights,” “civil rights,” “people power,” “people power,” “freedom,” and “civil rights.” Sina Weibo: The blocked terms The cont",4.199206274206274,3.2126980205784315,True,False,120,2.9543421268463135,0.0007288455963134766,0.0006036758422851562
23,"RANGERS general manager Doug Melvin, whose team has been in last place since June 11, said he is mor"," bringing in a big-name free agent.

The Rangers are seeking a relief reliever in a bullpen that lacks depth. Melvin said in a conference call on Sunday, while Wetteland and Scott Feldman are being wo","bringing in a big-name free agent. The Rangers ar quest vitamin A relief reliever in antiophthalmic factor detention cell that lacks depth. Melvin said in a group discussion call on Sunday, while Wett",5.294651389216606,4.874174366759539,True,True,120,2.9266998767852783,0.0009407997131347656,0.0006852149963378906
24,"Singer Carrie Underwood, former American Idol champ and Almay makeup spokesperson, posted an Instagr",","" she captioned the photo.

Fans couldn't help but shower Carrie with compliments.

The 34-year-old entertainer also shared another photo a day later, on Feb. 10, in which she showed off her toned le",","" she captioned the photo. Fans couldn't help but shower bath Carrie with compliments. The 34-year-old entertainer also shared another exposure axerophthol day later, on Feb. 10, in which she showed ",6.390096504226938,5.432144762551111,True,True,120,2.945549964904785,0.0010075569152832031,0.0006701946258544922
25,O2 chief executive Ronan Dunne is exploring a debt-fuelled £8.5bn management buyout attempt followin,"

Hutchison was competing with BT and Vodafone for O2’s 4G spectrum, which had been priced in excess of £5bn. Hutchison, which already owns 3G and 4G licences in the United States, was looking for an ","Hutchison WA competing with BT and Vodafone for O2’s 4G spectrum, which had been priced in excess of £5bn. Hutchison, which already owns 3G and 4G licences in the United States, was look for Associate",6.7552448758970485,5.680518698404823,True,True,120,3.067683458328247,0.0008268356323242188,0.0006842613220214844
26,"An average of five lakh Indians die every year, hoping, praying and waiting for organs. Even though "," have to die.

There are a total of 13.8 Lakh registered donors in the national pool, says a health ministry report. There are a total of 33,000 registered organ donors every year. The National Associ","wealthy person to die. There ar a total of 13.8 Lakh registered bestower in the subject pool, says a health ministry report. There are a total of 33,000 registered organ donors every year. The Nationa",8.215838362577491,6.337502222976297,True,True,120,2.9183919429779053,0.0011849403381347656,0.0007028579711914062
27,"MEMPHIS, Tenn. — One person is in critical condition after a shooting Monday in the Goodwill Village"," just after 10:00 a.m.

The victim was rushed to Regional One Hospital, which was also impacted by the gunfire. The victim was a man, and authorities believe he was there for a friend’s birthday and t","just after 10:00 a.m. The victim was rushed to Regional One Hospital, which was also impacted by the gunfire. The dupe was a man, and authorities believe he WA there for a friend’s birthday and took i",6.937819061732104,6.127946159842712,True,True,120,2.963928461074829,0.00080108642578125,0.00064849853515625
28,Boots advent calendar is so popular it has a waiting list! This £40 Boots advent calendar is so popu," fix, rather than buy a box, there are also advent calendars with just goodies, or simply a calendar with lots of things.

Whether you’re on a quest for a perfect outfit, a perfect home, a perfect bab","fix, rather than buy a box, there are also advent calendars with just goodies, or simply a calendar with scores of things. Whether you’re on a quest for a perfect outfit, a perfect home, adenine perfe",7.48554161923727,5.480077554195743,True,True,120,2.9210903644561768,0.00075531005859375,0.0006422996520996094
29,The May 20-22 American Renaissance conference in Tennessee (registration details here) is reportedly," and speaking in a special panel on Friday afternoon and will also be working with a conference-proceeding publication.

I am already working on a talk for Sunday morning, and I will give a presentati",and public speaking in a special panel on Friday good afternoon and testament also atomic number 4 working with a conference-proceeding publication. Iodine Master of Arts already working on a talk for,7.6681158050723255,5.766441871019932,True,True,120,2.9349968433380127,0.0008425712585449219,0.00069427490234375
30,Turkey on Friday said Syrian government forces should not be allowed in Manbij as US troops withdraw," entity by Turkey.

On Wednesday, US President Donald Trump announced that Washington would have US troops back in Syria to begin withdrawing immediately.

The announcement was made after meeting with","entity by Turkey. On Wednesday, US President Donald Trump announced that Washington would have US troops back in Syrian arab republic to begin withdrawing immediately. The announcement was made after ",6.390096504226938,4.74692883171144,True,True,120,2.9191644191741943,0.0008516311645507812,0.0005612373352050781
31,"For her visit to Greece, Angela Merkel's soft green jacket should have been just the right colour ch"," colour green.

An emissary in the visiting leader's outfit of a drapey, blue and yellow silk shirt and black slacks was a little unexpected.

It gave an inkling that someone might choose to make a di","colour green. Associate in nursing emissary in the visiting leader's outfit of a drapey, amobarbital sodium and yellow silk shirt and black slacks was a little unexpected. Information technology gave ",6.207522318391883,5.1946603473211805,True,True,120,2.9260313510894775,0.0009551048278808594,0.0006723403930664062
32,A county council by-election for Northgate and West Green will be held on the same day as Crawley Bo," died. The Northgate and West Green Ward for Crawley Borough Council is being vacated. The poll will be held on 3rd October 2017, 7am-8pm.

As a first step in planning for the work necessary in respon","died. The Northgate and West Green Ward for Crawley Borough Council is being vacated. The crown will be held on 3rd Oct 2017, 7am-8pm. As a first step Indiana planning for the study requisite Hoosier ",6.207522318391883,4.4902996222606815,True,True,120,2.9822709560394287,0.0008039474487304688,0.0006678104400634766
33,Entries are now open for the well loved and much anticipated Helen’s Trust 10k and 3k fun run at Cha," with the full event offering a generous prize bag.

Runners will get a real taste for just how much running is a part of Chatsworth in a family friendly setting.

Rounding off an exceptional 2019, He",with the full event offer deoxyadenosine monophosphate generous prize bag. Runners will get deoxyadenosine monophosphate real discernment for just how much track is a part of Chatsworth in a folk frie,7.6681158050723255,5.329594745632331,True,True,120,3.0102639198303223,0.0009999275207519531,0.0006897449493408203
34,"Against Michigan State last season, McSorley threw an uncharacteristic three interceptions — but the"," was in coverage, and the other, an errant pass, was tipped. McSorley also was intercepted twice in the second half, including once in overtime, in a 38–38 tie.

This season, McSorley is 13th in the n","Washington in coverage, and the other, an errant pass, was tipped. McSorley also was intercepted twice Indiana the moment half, including once in overtime, in a 38–38 tie. This season, McSorley is 13t",4.74692883171144,3.5454545454545454,True,False,120,3.042255401611328,0.0007908344268798828,0.0007002353668212891
35,Buy Dr. Reddy's Laboratories Ltd. at a price target of Rs 2555.0 and a stop loss at Rs 2430 from ent," Neutral recommendation on the stock. It is a buy in multiples of 3.8x. The sell would be triggered if the stock dips below Rs 2403, says Chandan Taparia. The long-term targets are above Rs 2600. The ","Neutral recommendation on the stock. Information technology is antiophthalmic factor bargain in multiples of 3.8x. The sell would atomic number 4 triggered if the stock dips below Rs 2403, says Chanda",4.381780460041329,3.3093806066996887,True,False,120,3.038861036300659,0.0009927749633789062,0.0006737709045410156
36,"""Yes but in another 15-20 years time, a well made Swiss watch that has been looked after will still "," most of today's shit. Yes, that watch is my favourite, even if I won't buy a new one for 10 years. My love for the watch shows through my behaviour.
I have an Orient that I took to a watch show a cou","most of today's shit. Yes, that watch is my favourite, even if Iodine won't bargain a new one for 10 years. My love for the watch shows through my behaviour. I have an Orient that One took to a watch ",5.8423739467217715,3.9157800414902435,True,False,120,2.9330086708068848,0.0007741451263427734,0.0007112026214599609
37,Commercial development site on Sharon Avenue and with access off of Evergreen Street. Great exposure," development site located within close walking distance to a new shopping center, restaurants and schools. This property is being developed and/or will shortly start construction. Property size 4,500 ","development site located within close walking space to a new shopping center, restaurants and schools. This property is organism developed and/or will shortly start construction. Property size 4,500 S",8.215838362577491,6.343350474165466,True,True,120,2.938170909881592,0.0008616447448730469,0.0007123947143554688
38,The Navodaya Vidyalaya Samiti (NVS) has released the notification for the recruitment to posts such ," and assistant engineer. The recruitment drive will be conducted for a total number of 4,065 vacancies.

On August 25, 2019, the union ministry of Human Resource Development, Ministry of Education, Mi","and assistant engineer. The recruitment drive will be conducted for a amount number of 4,065 vacancies. On August 25, 2019, the union ministry of Human Resource Development, Ministry of Education, Min",5.8423739467217715,5.139516917604364,True,True,120,3.1173715591430664,0.0008437633514404297,0.0006723403930664062
39,OLD PIKE PLANTATION – COUNTRY LIVING AT ITS FINEST. This remarkable 5 BR / 3 BA home sits on 3.78 tr," spacious and inviting setting in which to enjoy a variety of family events. The main level offers a large living room, kitchen with a butler’s pantry, formal dining room and spacious family room with","spacious and inviting setting in which to enjoy a variety of family events. The briny level offers a large bread and butter room, kitchen with a butler’s pantry, formal dining room and spacious family",8.580986734247602,6.9022620476222,True,True,120,3.047722339630127,0.0007960796356201172,0.0006935596466064453
40,"Ljubljana, 9 January - Leader of the opposition Positive Slovenia (PS) Zoran Janković again rebuffed"," had were declared on tax records.

PS member and anti-corruption crusader Ove Radek also rebuffed the claims.

According to Radek, there are a number of cases that have been closed that in fact are a","had were declared on tax records. PS member and anti-corruption crusader Ove Radek also rebuffed the claims. According to Radek, there are antiophthalmic factor number of cases that have been closed t",6.572670690061993,5.315277406969789,True,True,120,3.0498270988464355,0.0008113384246826172,0.0006318092346191406
41,The best way to save money on food is to quit throwing it away. Find ways to recycle “old” food rath,", add a slice or two of mozzarella cheese, or use a little olive oil instead of frying.

6. Look for Freebies.

If a store has something on sale, buy it. Most times there is something that stores need",", add deoxyadenosine monophosphate slice or two of mozzarella cheese, surgery habit ampere little Olea europaea petroleum instead of frying. 6. Look for Freebies. If a store has something on sale, buy",6.024948132556827,3.9316682549746704,True,False,120,2.963724136352539,0.0007808208465576172,0.0006680488586425781
42,"CFO, Secretary, Treasurer, Director & Executive VP, BigString Corp. Mr. Robert S. DeMeulemeester is "," Directors, Audit Committee and Compensation Committee. Mr. DeMeulemeester received his MBA in Finance & Accounting, and Finance Management in the year 1981. He was a member of Business and Accounting","Directors, Audit Committee and Compensation Committee. Mr. DeMeulemeester received his MBA in Finance & Accounting, and Finance Management in the year 1981. Atomic number 2 was a member of Business an",7.48554161923727,5.154853934300124,True,True,120,3.1095082759857178,0.00090789794921875,0.0007529258728027344
43,"Who says college doesn’t prepare you for the real world? Sometimes they do, right down to the final "," about students whose college degrees are in math, sciences, economics, computer science, statistics, journalism and related subjects. At least that’s what I discovered in my first year, studying for ","about students whose college degrees ar in math, sciences, economics, electronic computer science, statistics, news media and related subjects. At least that’s what I discovered in my first year, stud",8.215838362577491,6.880716699231408,True,True,120,3.0170488357543945,0.000789642333984375,0.0005979537963867188
44,"ARIES (March 21-April 19): ""Everything is complicated,"" wrote poet Wallace Stevens. ""If that were no"," agree.
TAURUS (April 20-May 20): During a conversation with a mentor, actor and writer Kevin Kline confessed that a close friend was dying of cancer. He did not want to talk about it for a number of ","agree. TAURUS (April 20-May 20): During a conversation with a mentor, doer and writer Kevin Kline confessed that angstrom unit close friend was dying of cancer. He did not want to talk about it for a ",4.929503017546495,4.106409066306878,True,True,120,3.018017530441284,0.0007672309875488281,0.0006000995635986328
45,Free Shipping On All Beauty Products or Supplies Orders Over $34.00 at Planet Beauty in Santa Barbar," & bumble, Hada Labo. This discount applies on online orders only.

Get $15 off any order when you create an account at Planet Beauty and enter the code PLANET10. Valid on all online orders excluding:","& bumble, Hada Labo. This bank discount applies on online orders only. Get $15 off any order when you create Associate in Nursing business relationship atomic number 85 Planet Lulu and enter the code ",6.207522318391883,4.769104832382659,True,True,120,3.1020989418029785,0.000989675521850586,0.000576019287109375
46,"More social website jostling, as AOL upgrades and launches a beta version of AOL Pictures as a direc"," the past six months, is a photo sharing and collaboration site for anyone with a web camera. Now, AOL wants in. Yahoo, whose users are already flocking to Flickr in droves, may just get an upgrade. A","the past six months, is a picture sharing and collaboration land site for anyone with a vane camera. Now, AOL wants in. Yahoo, whose users are already flocking to Flickr in droves, may just get Associ",6.572670690061993,5.63489130329947,True,True,120,2.983952283859253,0.0007920265197753906,0.0007047653198242188
47,FLAGGED. A man who drives his wife to work on their motorcycle says he often gets stopped by enforce," displayed a placard with the words, “MANAGED SERVICES,” when passing through an automated fare collection system.

The husband, a resident of Tiong Bahru, said: “I usually drive my wife to work. I al","displayed a poster with the words, “MANAGED SERVICES,” when passing through an automated fare compendium system. The husband, angstrom house physician of Tiong Bahru, said: “I usually drive my wife to",6.7552448758970485,6.636363636363637,True,True,120,2.974473237991333,0.0007834434509277344,0.0006666183471679688
48,Les Beaucamps school in Guernsey is currently being considered as one of the potential sites for the," Head of Governors for Schools Stephen McQueen, says that a visit will follow shortly, and will involve a visit to both schools.

Following a visit to Château Thiry in St. Pierre sur Seine, a meeting ","School principal of Governor for Schools Sir leslie stephen McQueen, says that a sojourn will follow shortly, and will involve a visit to both schools. Following antiophthalmic factor visit to Château",7.6681158050723255,5.028864055053639,True,True,120,3.0146427154541016,0.0010704994201660156,0.0008599758148193359
49,"St Georges Cathedral of First African Church, Ipaja Town has concluded plans to stage her centenary "," committee for the event, Alhaji Ahmed Alayu, disclosed that in collaboration with the Nigeria Festival Organising Committee, they were already putting arrangements in place for a grand event with ent","committee for the event, Alhaji Ahmed Alayu, disclosed that in collaboration with the Nigeria Festival Organising Committee, they were already putting arrangements in place for angstrom unit grand eve",7.48554161923727,6.963106238227914,True,True,120,3.0528669357299805,0.0008890628814697266,0.0006926059722900391
50,"LEXINGTON, Mass., Nov. 03, 2017 (GLOBE NEWSWIRE) -- Curis, Inc. (NASDAQ:CRIS), a biotechnology compa"," today reported preliminary data for six Phase 3 studies for CDK4/6 and CDKL5/6 inhibitor candidates. Three clinical studies, a randomized Phase 3 trial, and two clinical trials, are ongoing for CRIS-","today reported preliminary data for six Phase 3 studies for CDK4/6 and CDKL5/6 inhibitor candidates. Three clinical studies, a randomized Phase 3 trial, and two clinical trials, ar ongoing for CRIS-84",6.572670690061993,5.613216254636149,True,True,120,3.207026243209839,0.0008368492126464844,0.0005967617034912109
51,"Accra, July 20, GNA - The management of Mobile Telecommunications Network (MTN) on Tuesday presented"," challenge,"" held in the Ashanti Regional Capital, Obuasi.

Mr Alex Baah, Director, MTN Marketing and Communications, said MTN in a bid to commemorate and appreciate customers, was conducting a compet","challenge,"" held in the Ashanti Regional Capital, Obuasi. Mister Alex Baah, Director, MTN Marketing and Communications, said MTN atomic number 49 adenine command to commemorate and appreciate customer",5.8423739467217715,4.34571581004089,True,True,120,2.9898972511291504,0.0007963180541992188,0.0005667209625244141
52,The first teaser trailer has been unveiled for the upcoming Pirates of the Caribbean: Dead Men Tell , the follow up to Pirates of the Caribbean: At World’s End. The film was developed through a collaboration between Disney and Universal with Will Ferrell and Kate Winslet starring in Pirates. Johnny D,the follow up to Pirates of the Caribbean: Astatine World’s End. The film was developed through a quislingism between Disney and Universal with Will Ferrell and Kate Winslet starring in Pirates. Johnn,5.408521132466447,2.7791013395195128,True,False,119,2.9321300983428955,0.0007827281951904297,0.0007271766662597656
53,You may need to set aside some extra time if you use Metro's Green or Yellow line. Train service was," safety work on track repairs and track work.

The closure affected service for both lines Friday, Sept. 11, but Metro anticipates that service will be back on track by 9:45 p.m. Saturday, Sept. 12.

","safety work on track fix and track work. The closure affected inspection and repair for both lines Friday, Sept. 11, but Metro anticipates that service will be back on track by 9:45 p.m. Saturday, Sep",7.462778926574919,6.343350474165466,True,True,101,2.345658779144287,0.0007326602935791016,0.0006508827209472656
54,MEXICO CITY (AP) — Three children have drowned off Mexico's southern Pacific coast after an immigran," Oaxaca says the bodies were recovered Sunday. The government released photos and video that show a boy and a girl in a large, yellow bag being carried away. The photo of a woman being carried over wa","Oaxaca says the bodies were recovered Sunday. The government released photo and video that show adenine male child and a miss atomic number 49 antiophthalmic factor large, yellow bag existence carried",6.937819061732104,5.382453243615593,True,True,120,3.0108234882354736,0.0008103847503662109,0.0006110668182373047
55,What's The Fastest Boat Ever Made? What you’re looking at above is a sportfishing boat that has a 6.," sits a massive 17.5ft 4.8m monohull. And it costs a fortune.

So what was done? The answer is that a lot was done. The boat in the photo above is named Aluco and it took five years and £5.4m worth of",sits a massive 17.5ft 4.8m monohull. And information technology costs vitamin A fortune. So what WA done? The resolution is that a luck was done. The boat in the photo above is named Aluco and it took,6.390096504226938,5.316456139417774,True,True,120,3.1080236434936523,0.0006892681121826172,0.00049591064453125
56,"Wildwood at Keowee... ""Where the living is casual and relaxed"". Today's buyers that plan to build ne"," to find these in cities like Vancouver and Toronto. It will be hard for home buyers today in Toronto to find a home with a pool and deck, lots of room and mature landscaping. So, I'll tell you a coup","to find these in cities like George vancouver and Toronto. It will atomic number 4 hard for home buyers today in Toronto to discovery a home with adenine pool and deck, lots of way and mature landscap",7.48554161923727,5.833630944789017,True,True,120,3.0113790035247803,0.0007464885711669922,0.0006787776947021484
57,BILLINGS- The Montana Rescue Mission announced Monday a familiar face as its new leader in a new par," now working on behalf of The Montana Rescue Mission.

The Friendship House is a residential facility for women and men seeking a second chance in life. This weekend, Lundgren will lead a fundraising ","now working on behalf of The Montana Rescue Mission. The Friendship House is a residential adeptness for womanhood and men seeking a second chance in life. This weekend, Lundgren will lead a fundraisi",6.325219629494658,4.980113122967916,True,True,119,2.9895546436309814,0.0009455680847167969,0.0007052421569824219
58,"Hey all, my name is Wollemi... I freestyle rap. I keep it fresh like Yo Gotti because I want to make"," play with my fans. I play with my fans. I play with my fans.
I love me some Freestyle Rapping.",drama with my fans. I play with my fans. Single child's play with my fans. I love me some Freestyle Rapping.,4.426352063787131,3.8996021017180893,True,False,27,0.6017956733703613,0.0006906986236572266,0.0002875328063964844
