experiment_id,model_family,watermark_method,watermark_params,text_type,attack_name,attack_param,sample_length,perplexity_score,detection_z_score,detection_p_value,is_detected,prompt,generated_text,attacked_text
ef073aa7307f,facebook/opt-1.3b,GPW-SP,"alpha=2.0, omega=2.0, variant=GPW-SP",generated_watermarked,Clean,N/A,160,27.89,8.2875,0.0,1,"If you want to succeed, don’t look back. skills in drawing and painting, I took notice. game, is the utter lack of compromise to the vision they are pursuing. eyes","If you want to succeed, don’t look back. skills in drawing and painting, I took notice. game, is the utter lack of compromise to the vision they are pursuing. eyes in an underbelly, like an ogre in human flesh.

While you probably do know the basics, you can not fail.

Here’s a few options to get yo",
5fd8e40949ec,facebook/opt-1.3b,GPW-SP,"alpha=2.0, omega=2.0, variant=GPW-SP",generated_watermarked,Clean,N/A,155,5.64,5.0427,0.0,1,"CAPE CANAVERAL, Fla. (AP)  SpaceX has launched a used supply ship on a used rocket to the International Space Station. It’s the second trip to the orbiting lab for","CAPE CANAVERAL, Fla. (AP)  SpaceX has launched a used supply ship on a used rocket to the International Space Station. It’s the second trip to the orbiting lab for the company.

The company’s Falcon 9 rocket blasted off Thursday from Cape Canaveral Air Force Station. SpaceX said it was carrying the",
1a68d9c7a8a3,facebook/opt-1.3b,GPW-SP,"alpha=2.0, omega=2.0, variant=GPW-SP",generated_watermarked,Clean,N/A,161,6.96,5.5152,0.0,1,"Well, it looks like the Golden State Warriors will just have to make due with four All-Stars on their team and not potentially five. Portland Trail Blazers&apos; All-Star point guard","Well, it looks like the Golden State Warriors will just have to make due with four All-Stars on their team and not potentially five. Portland Trail Blazers&apos; All-Star point guard Rajon Rondo has informed the team he is not going to play in the All-Star Game in Chicago.

The news was released to ",
4d82796a1218,facebook/opt-1.3b,GPW-SP,"alpha=2.0, omega=2.0, variant=GPW-SP",generated_watermarked,Clean,N/A,157,8.21,6.129,0.0,1,"Google Music hasn’t been making a lot of noise lately and is, in some ways, in danger of being overshadowed by other cloud music sites. But the Internet giant has","Google Music hasn’t been making a lot of noise lately and is, in some ways, in danger of being overshadowed by other cloud music sites. But the Internet giant has decided to change things by introducing its new music streaming service which can be downloaded for either free or subscription fees.

Go",
055638965e5c,facebook/opt-1.3b,GPW-SP,"alpha=2.0, omega=2.0, variant=GPW-SP",generated_watermarked,Clean,N/A,160,6.53,6.5361,0.0,1,"... as the iPhone chips away at RIM dominance | City A.M. STANDARD Chartered is replacing the BlackBerry, currently its standard corporate communications device, with the iPhone, a move that","... as the iPhone chips away at RIM dominance | City A.M. STANDARD Chartered is replacing the BlackBerry, currently its standard corporate communications device, with the iPhone, a move that could...

... companies that rely on the devices to manage employees and communications – like CityA.M. – whi",
18c7639420b1,facebook/opt-1.3b,GPW-SP,"alpha=2.0, omega=2.0, variant=GPW-SP",generated_watermarked,Clean,N/A,162,7.74,6.8961,0.0,1,EXCLUSIVE: 100 Questions creator Christopher Moynihan has inked a two-script deal with ABC Studios to write and executive produce two comedy projects for the studio. The projects will be co-produced,"EXCLUSIVE: 100 Questions creator Christopher Moynihan has inked a two-script deal with ABC Studios to write and executive produce two comedy projects for the studio. The projects will be co-produced by 20th Century Fox Television.

The first project will be a single-camera half-hour comedy about a f",
d0048c90b284,facebook/opt-1.3b,GPW-SP,"alpha=2.0, omega=2.0, variant=GPW-SP",generated_watermarked,Clean,N/A,143,8.09,7.3899,0.0,1,"The body of a woman has been found in a river at a boatyard in Woodbridge, Suffolk. Suffolk Police were contacted at around 10:50am today, by the Coastguard who were","The body of a woman has been found in a river at a boatyard in Woodbridge, Suffolk. Suffolk Police were contacted at around 10:50am today, by the Coastguard who were alerted by an ambulance crew that a woman who had fallen into a water well at Suffolk Power Boatyard in Felixstowe.

The woman is yet ",
52140780ebf4,facebook/opt-1.3b,GPW-SP,"alpha=2.0, omega=2.0, variant=GPW-SP",generated_watermarked,Clean,N/A,155,20.69,8.2958,0.0,1,Who are even trying to kid?! Kanye West is - without a shadow of a doubt - THE reason Twitter's where it's at today. And it looks like the Sigma,"Who are even trying to kid?! Kanye West is - without a shadow of a doubt - THE reason Twitter's where it's at today. And it looks like the Sigma brand is capitalizing on West's stans to give us even more reasons for following @sigmarc.

The brand just unveiled a limited edition set designed by West ",
c6d49da4b5b9,facebook/opt-1.3b,GPW-SP,"alpha=2.0, omega=2.0, variant=GPW-SP",generated_watermarked,Clean,N/A,162,11.76,6.9234,0.0,1,"Top performances from Tuesday's high school action. Avery Dyer (Lexington volleyball) – Dyer had 34 assists, four aces, seven digs and three kills as the Lady Tigers beat Hardin County","Top performances from Tuesday's high school action. Avery Dyer (Lexington volleyball) – Dyer had 34 assists, four aces, seven digs and three kills as the Lady Tigers beat Hardin County 3-0 (25-10, 25-15, 25-16). – Abby Leeson (Elloree tennis) – Leeson had a first-place tie for 11th place with 11 poi",
f8eb300da928,facebook/opt-1.3b,GPW-SP,"alpha=2.0, omega=2.0, variant=GPW-SP",generated_watermarked,Clean,N/A,98,6.99,2.3799,0.008659,1,TAYCHEEDAH - Two men were seriously injured Thursday night in a head-on crash in the town of Taycheedah. A 35-year-old Fond du Lac man was traveling west about 7:30 p.m.,"TAYCHEEDAH - Two men were seriously injured Thursday night in a head-on crash in the town of Taycheedah. A 35-year-old Fond du Lac man was traveling west about 7:30 p.m. in his white 1999 Buick Regal, headed south on Highway X when his car hit a westbound grey 2002 GMC Envoy head-on.
Start the conve",
fdd51d3bc6e9,facebook/opt-1.3b,GPW-SP,"alpha=2.0, omega=2.0, variant=GPW-SP",generated_watermarked,Clean,N/A,151,9.95,4.8742,1e-06,1,"Following recent upgrades in other markets, Comcast announced this week that it has boosted the speed of three broadband tiers in Portland, Salt Lake City, Seattle, Denver and Colorado Springs.","Following recent upgrades in other markets, Comcast announced this week that it has boosted the speed of three broadband tiers in Portland, Salt Lake City, Seattle, Denver and Colorado Springs.

The company’s next-generation Xfinity X1 Ultra broadband speeds will range from 200Mbps up to 1 gigabit p",
bc9c8d9eb4f7,facebook/opt-1.3b,GPW-SP,"alpha=2.0, omega=2.0, variant=GPW-SP",generated_watermarked,Clean,N/A,157,16.42,6.6974,0.0,1,A Charlotte cancer patient and his Oncologist just finished one of the most iconic marathons in the country. Wayne Moorehead continues to inspire as he learns to walk without help,"A Charlotte cancer patient and his Oncologist just finished one of the most iconic marathons in the country. Wayne Moorehead continues to inspire as he learns to walk without help after battling prostate cancer. Today, Wayne talks to NBC New York reporter Lauren Silverman. NBC 5 News This Week airs ",
55434ba83bc8,facebook/opt-1.3b,GPW-SP,"alpha=2.0, omega=2.0, variant=GPW-SP",generated_watermarked,Clean,N/A,159,12.97,8.3915,0.0,1,"According to the relevant laws and regulations, search results for “constitutional government” cannot be displayed. As of January 6, the following search terms are blocked on Sina Weibo (not including","According to the relevant laws and regulations, search results for “constitutional government” cannot be displayed. As of January 6, the following search terms are blocked on Sina Weibo (not including URL names):
“constitutional”
“we must defend our constitutional rights”
“new Constitution against t",
6548a2a4470d,facebook/opt-1.3b,GPW-SP,"alpha=2.0, omega=2.0, variant=GPW-SP",generated_watermarked,Clean,N/A,157,9.3,5.8541,0.0,1,"RANGERS general manager Doug Melvin, whose team has been in last place since June 11, said he is more interested in signing closer John Wetteland to a contract extension than","RANGERS general manager Doug Melvin, whose team has been in last place since June 11, said he is more interested in signing closer John Wetteland to a contract extension than hitting any other target -- and said that he is willing to continue talking about Wetteland with his agent Tom Condon.

''I a",
1f8a87c04d9e,facebook/opt-1.3b,GPW-SP,"alpha=2.0, omega=2.0, variant=GPW-SP",generated_watermarked,Clean,N/A,159,11.58,6.1878,0.0,1,"Singer Carrie Underwood, former American Idol champ and Almay makeup spokesperson, posted an Instagram pic on Friday that showed off her flawless skin and adorable dog. ""Cloudy but no rain","Singer Carrie Underwood, former American Idol champ and Almay makeup spokesperson, posted an Instagram pic on Friday that showed off her flawless skin and adorable dog. ""Cloudy but no rain!"" she captioned the shot.
In the image, Underwood's body is panned across the ground as she flashes a smile. It",
9ed3caf125cf,facebook/opt-1.3b,GPW-SP,"alpha=2.0, omega=2.0, variant=GPW-SP",generated_watermarked,Clean,N/A,169,9.09,6.6621,0.0,1,"O2 chief executive Ronan Dunne is exploring a debt-fuelled £8.5bn management buyout attempt following the collapse of CK Hutchison’s takeover bid for the mobile operator, The Daily Telegraph can revea","O2 chief executive Ronan Dunne is exploring a debt-fuelled £8.5bn management buyout attempt following the collapse of CK Hutchison’s takeover bid for the mobile operator, The Daily Telegraph can reveal.

Dillon has emerged as one of the main contenders for the asset if other bidders fall through, al",
acd57dd2ef55,facebook/opt-1.3b,GPW-SP,"alpha=2.0, omega=2.0, variant=GPW-SP",generated_watermarked,Clean,N/A,156,14.66,8.0367,0.0,1,"An average of five lakh Indians die every year, hoping, praying and waiting for organs. Even though they know the shortfall of organs is acute, they have no option. They","An average of five lakh Indians die every year, hoping, praying and waiting for organs. Even though they know the shortfall of organs is acute, they have no option. They simply don't know where, or who, the organs would be given.
Recently, a case in point came from Bihar. A resident of Buxar in this",
26242d054476,facebook/opt-1.3b,GPW-SP,"alpha=2.0, omega=2.0, variant=GPW-SP",generated_watermarked,Clean,N/A,106,5.0,2.3623,0.009081,1,"MEMPHIS, Tenn. — One person is in critical condition after a shooting Monday in the Goodwill Village Apartments in North Memphis. Officers responded to the shooting call on Goodwill Lane","MEMPHIS, Tenn. — One person is in critical condition after a shooting Monday in the Goodwill Village Apartments in North Memphis. Officers responded to the shooting call on Goodwill Lane off Interstate 40 around noon Monday, according to the Memphis Police Department.

Officers located a male victim",
ff0a131c908e,facebook/opt-1.3b,GPW-SP,"alpha=2.0, omega=2.0, variant=GPW-SP",generated_watermarked,Clean,N/A,156,19.23,7.347,0.0,1,Boots advent calendar is so popular it has a waiting list! This £40 Boots advent calendar is so popular it has a waiting list. If you'd rather swap your daily,Boots advent calendar is so popular it has a waiting list! This £40 Boots advent calendar is so popular it has a waiting list. If you'd rather swap your daily snack for something with more kick or go for the complete calendar then we really love you for waiting…and for being such a loyal Christmas c,
59de3d72c47b,facebook/opt-1.3b,GPW-SP,"alpha=2.0, omega=2.0, variant=GPW-SP",generated_watermarked,Clean,N/A,157,12.3,6.4436,0.0,1,"The May 20-22 American Renaissance conference in Tennessee (registration details here) is reportedly rapidly selling out, so I should probably have said earlier that Lydia and I will be attending","The May 20-22 American Renaissance conference in Tennessee (registration details here) is reportedly rapidly selling out, so I should probably have said earlier that Lydia and I will be attending this conference but will not be presenting (at the time of writing, we’ve sold two sessions already, tho",
747fd4f6a437,facebook/opt-1.3b,GPW-SP,"alpha=2.0, omega=2.0, variant=GPW-SP",generated_watermarked,Clean,N/A,156,7.8,6.6551,0.0,1,"Turkey on Friday said Syrian government forces should not be allowed in Manbij as US troops withdraw, as proposed by a US-backed Kurdish militia which is viewed as a terror","Turkey on Friday said Syrian government forces should not be allowed in Manbij as US troops withdraw, as proposed by a US-backed Kurdish militia which is viewed as a terror group by Turkey.

Speaking during talks with visiting Russian Foreign Minister Sergey Lavrov, Foreign Minister Mevlut Cavusoglu",
d310d12eba92,facebook/opt-1.3b,GPW-SP,"alpha=2.0, omega=2.0, variant=GPW-SP",generated_watermarked,Clean,N/A,156,10.52,7.6449,0.0,1,"For her visit to Greece, Angela Merkel's soft green jacket should have been just the right colour choice to convey a sense of calm. That is, if it wasn't the","For her visit to Greece, Angela Merkel's soft green jacket should have been just the right colour choice to convey a sense of calm. That is, if it wasn't the same green that Germans wear on Sundays.

Merkel has been accused for months of hypocrisy, because a soft, light green is an outdated sign of ",
e23f7d4923ab,facebook/opt-1.3b,GPW-SP,"alpha=2.0, omega=2.0, variant=GPW-SP",generated_watermarked,Clean,N/A,161,9.47,7.5253,0.0,1,A county council by-election for Northgate and West Green will be held on the same day as Crawley Borough Council elections next month. A ‘widely respected’ Labour county councillor has,"A county council by-election for Northgate and West Green will be held on the same day as Crawley Borough Council elections next month. A ‘widely respected’ Labour county councillor has died just weeks before the by-election, the party has said. Keith Miller – who had been elected in the seat in 201",
f815eed4aa34,facebook/opt-1.3b,GPW-SP,"alpha=2.0, omega=2.0, variant=GPW-SP",generated_watermarked,Clean,N/A,162,11.67,6.6506,0.0,1,"Entries are now open for the well loved and much anticipated Helen’s Trust 10k and 3k fun run at Chatsworth. The event takes place this year on Sunday, May 3,","Entries are now open for the well loved and much anticipated Helen’s Trust 10k and 3k fun run at Chatsworth. The event takes place this year on Sunday, May 3, 2020 – so if you can do one, the other or both, that would be brilliant!

There are great prizes at stake including an awesome Helen’s Shield",
2b829743b443,facebook/opt-1.3b,GPW-SP,"alpha=2.0, omega=2.0, variant=GPW-SP",generated_watermarked,Clean,N/A,165,12.3,5.8705,0.0,1,"Against Michigan State last season, McSorley threw an uncharacteristic three interceptions — but the number is misleading, as two were no fault of McSorley’s. One came when the intended target","Against Michigan State last season, McSorley threw an uncharacteristic three interceptions — but the number is misleading, as two were no fault of McSorley’s. One came when the intended target got behind him on a comeback, and he had to sprint back to prevent more damage after a wide receiver ran a ",
b05a72083839,facebook/opt-1.3b,GPW-SP,"alpha=2.0, omega=2.0, variant=GPW-SP",generated_watermarked,Clean,N/A,146,4.52,2.1125,0.017323,0,Buy Dr. Reddy's Laboratories Ltd. at a price target of Rs 2555.0 and a stop loss at Rs 2430 from entry point. Chandan Taparia of Motilal Oswal Securities has a,Buy Dr. Reddy's Laboratories Ltd. at a price target of Rs 2555.0 and a stop loss at Rs 2430 from entry point. Chandan Taparia of Motilal Oswal Securities has a buy call on Dr. Reddy’s Laboratories Ltd. with a target price of Rs 2555.0. The current market price of Dr. Reddy’s Laboratories Ltd. is Rs ,
1fcd2c6eb18b,facebook/opt-1.3b,GPW-SP,"alpha=2.0, omega=2.0, variant=GPW-SP",generated_watermarked,Clean,N/A,156,21.47,8.6929,0.0,1,"""Yes but in another 15-20 years time, a well made Swiss watch that has been looked after will still hold its value and may have even increased its worth, unlike","""Yes but in another 15-20 years time, a well made Swiss watch that has been looked after will still hold its value and may have even increased its worth, unlike the stuff that is falling apart like iPhones, computers and TVs. It will become valuable.""

So what about you old men?

A Timex in one of t",
ee08f67613b3,facebook/opt-1.3b,GPW-SP,"alpha=2.0, omega=2.0, variant=GPW-SP",generated_watermarked,Clean,N/A,156,17.31,9.0114,0.0,1,"Commercial development site on Sharon Avenue and with access off of Evergreen Street. Great exposure as traffic heads east on Sharon Avenue and near other shopping, businesses, banks etc. Excellent","Commercial development site on Sharon Avenue and with access off of Evergreen Street. Great exposure as traffic heads east on Sharon Avenue and near other shopping, businesses, banks etc. Excellent location just outside the heart of downtown.

This is an excellent opportunity for you to own a single",
dd86ba17d477,facebook/opt-1.3b,GPW-SP,"alpha=2.0, omega=2.0, variant=GPW-SP",generated_watermarked,Clean,N/A,120,12.02,5.3729,0.0,1,"The Navodaya Vidyalaya Samiti (NVS) has released the notification for the recruitment to posts such as principal, post graduate teacher in jawahar navodaya vidyalayas and assistant commissioner, assis","The Navodaya Vidyalaya Samiti (NVS) has released the notification for the recruitment to posts such as principal, post graduate teacher in jawahar navodaya vidyalayas and assistant commissioner, assistant, computer operator II (C.O.I.), etc.

Selection will be based on various factors in a three-sta",
5db8c844eee8,facebook/opt-1.3b,GPW-SP,"alpha=2.0, omega=2.0, variant=GPW-SP",generated_watermarked,Clean,N/A,165,10.96,5.3136,0.0,1,OLD PIKE PLANTATION – COUNTRY LIVING AT ITS FINEST. This remarkable 5 BR / 3 BA home sits on 3.78 tranquil acres. The thoughtfully-designed open floor plan makes for a,"OLD PIKE PLANTATION – COUNTRY LIVING AT ITS FINEST. This remarkable 5 BR / 3 BA home sits on 3.78 tranquil acres. The thoughtfully-designed open floor plan makes for a cozy atmosphere with a large, main level master suite featuring a vaulted ceiling with fireplace, spa-like tub, large walk-in closet",
f0da681f2818,facebook/opt-1.3b,GPW-SP,"alpha=2.0, omega=2.0, variant=GPW-SP",generated_watermarked,Clean,N/A,143,11.51,4.7588,1e-06,1,"Ljubljana, 9 January - Leader of the opposition Positive Slovenia (PS) Zoran Janković again rebuffed corruption allegations against him on Wednesday, telling a press conference that the assets he supp","Ljubljana, 9 January - Leader of the opposition Positive Slovenia (PS) Zoran Janković again rebuffed corruption allegations against him on Wednesday, telling a press conference that the assets he supposedly possesses in Switzerland belong to his personal funds, the daily Blic said.

PS leader, in a ",
7c7c4bc03928,facebook/opt-1.3b,GPW-SP,"alpha=2.0, omega=2.0, variant=GPW-SP",generated_watermarked,Clean,N/A,155,16.59,9.054,0.0,1,The best way to save money on food is to quit throwing it away. Find ways to recycle “old” food rather than the garbage pail. When vegetables lose their crunch,"The best way to save money on food is to quit throwing it away. Find ways to recycle “old” food rather than the garbage pail. When vegetables lose their crunch, just leave them outside, or use more leafy green vegetables. And remember – after you wash the tomatoes that you bought at the store fresh ",
a38237efefe0,facebook/opt-1.3b,GPW-SP,"alpha=2.0, omega=2.0, variant=GPW-SP",generated_watermarked,Clean,N/A,170,9.3,5.3835,0.0,1,"CFO, Secretary, Treasurer, Director & Executive VP, BigString Corp. Mr. Robert S. DeMeulemeester is CFO, Secretary, Treasurer, Director & Executive VP at BigString Corp. He is on the Board of","CFO, Secretary, Treasurer, Director & Executive VP, BigString Corp. Mr. Robert S. DeMeulemeester is CFO, Secretary, Treasurer, Director & Executive VP at BigString Corp. He is on the Board of Directors of Purity Life, Inc. He is currently a Director of Riva Space Systems Group, Inc., a private milit",
a3d974d287cd,facebook/opt-1.3b,GPW-SP,"alpha=2.0, omega=2.0, variant=GPW-SP",generated_watermarked,Clean,N/A,162,14.66,7.2351,0.0,1,"Who says college doesn’t prepare you for the real world? Sometimes they do, right down to the final moment when the tassel is turned from right to left. I’m talking","Who says college doesn’t prepare you for the real world? Sometimes they do, right down to the final moment when the tassel is turned from right to left. I’m talking about how my college career was shaped in its momentous aftermath. It happened more than once, but in each case I found I was a better ",
ef152149ad98,facebook/opt-1.3b,GPW-SP,"alpha=2.0, omega=2.0, variant=GPW-SP",generated_watermarked,Clean,N/A,80,10.73,2.9467,0.001606,1,"ARIES (March 21-April 19): ""Everything is complicated,"" wrote poet Wallace Stevens. ""If that were not so, life and poetry and everything else would be a bore."" I hope you will","ARIES (March 21-April 19): ""Everything is complicated,"" wrote poet Wallace Stevens. ""If that were not so, life and poetry and everything else would be a bore."" I hope you will soon agree with me. Life, in fact, seems only to ever get more interesting — far, far more interesting. It's a wonderful pro",
7a6cf533899e,facebook/opt-1.3b,GPW-SP,"alpha=2.0, omega=2.0, variant=GPW-SP",generated_watermarked,Clean,N/A,153,12.91,6.1603,0.0,1,"Free Shipping On All Beauty Products or Supplies Orders Over $34.00 at Planet Beauty in Santa Barbara. One coupon per customer per week. Excludes: Moroccan Oil, Natura Bisse, Kerastase, Bumble,","Free Shipping On All Beauty Products or Supplies Orders Over $34.00 at Planet Beauty in Santa Barbara. One coupon per customer per week. Excludes: Moroccan Oil, Natura Bisse, Kerastase, Bumble, Colour Club, Nars, Etude House, Too Cool For School, NARS Palette, CoverGirl, Lorac, Estee Lauder, NYX, NY",
405043c73ae9,facebook/opt-1.3b,GPW-SP,"alpha=2.0, omega=2.0, variant=GPW-SP",generated_watermarked,Clean,N/A,159,15.95,7.2893,0.0,1,"More social website jostling, as AOL upgrades and launches a beta version of AOL Pictures as a direct competitor to Flickr. Flickr, if you’ve been hiding in a cave for","More social website jostling, as AOL upgrades and launches a beta version of AOL Pictures as a direct competitor to Flickr. Flickr, if you’ve been hiding in a cave for the past decade, can take some getting use to – even for serious photographers. In the meantime, the venerable social web startup cr",
13d1f39a75d3,facebook/opt-1.3b,GPW-SP,"alpha=2.0, omega=2.0, variant=GPW-SP",generated_watermarked,Clean,N/A,157,19.31,7.2733,0.0,1,FLAGGED. A man who drives his wife to work on their motorcycle says he often gets stopped by enforcers because they think he drives for Angkas. This was because he,FLAGGED. A man who drives his wife to work on their motorcycle says he often gets stopped by enforcers because they think he drives for Angkas. This was because he doesn’t wear a taarab to mark his vehicle and instead uses a car tag. A Filipino-Australian family was stopped outside an apartment comp,
31b60d7807b6,facebook/opt-1.3b,GPW-SP,"alpha=2.0, omega=2.0, variant=GPW-SP",generated_watermarked,Clean,N/A,161,16.36,7.397,0.0,1,"Les Beaucamps school in Guernsey is currently being considered as one of the potential sites for the States' two-school model of secondary education. The island's new President of Education, Deputy","Les Beaucamps school in Guernsey is currently being considered as one of the potential sites for the States' two-school model of secondary education. The island's new President of Education, Deputy Catherine Moroney, said that the proposal is being assessed as one of the 'best options' to ensure tha",
d5d6089078c3,facebook/opt-1.3b,GPW-SP,"alpha=2.0, omega=2.0, variant=GPW-SP",generated_watermarked,Clean,N/A,164,11.99,5.7109,0.0,1,"St Georges Cathedral of First African Church, Ipaja Town has concluded plans to stage her centenary celebration from April 8-13 at the church cathedral in Ipaja, Lagos. The chairman, planning","St Georges Cathedral of First African Church, Ipaja Town has concluded plans to stage her centenary celebration from April 8-13 at the church cathedral in Ipaja, Lagos. The chairman, planning committee, Rev. Fr Ayo Oladeji, who said this yesterday in a chat with the News Agency of Nigeria (NAN) in L",
990529233fe0,facebook/opt-1.3b,GPW-SP,"alpha=2.0, omega=2.0, variant=GPW-SP",generated_watermarked,Clean,N/A,176,4.16,5.4331,0.0,1,"LEXINGTON, Mass., Nov. 03, 2017 (GLOBE NEWSWIRE) -- Curis, Inc. (NASDAQ:CRIS), a biotechnology company focused on the development and commercialization of innovative and effective therapeutics for the","LEXINGTON, Mass., Nov. 03, 2017 (GLOBE NEWSWIRE) -- Curis, Inc. (NASDAQ:CRIS), a biotechnology company focused on the development and commercialization of innovative and effective therapeutics for the treatment of cancer, announced today that today’s (Tuesday, November 14, 2017) board of directors w",
c72e76e15dd6,facebook/opt-1.3b,GPW-SP,"alpha=2.0, omega=2.0, variant=GPW-SP",generated_watermarked,Clean,N/A,159,9.47,5.2022,0.0,1,"Accra, July 20, GNA - The management of Mobile Telecommunications Network (MTN) on Tuesday presented the last batch of 28 Hyundai cars to winners of its ""90 days 90 cars","Accra, July 20, GNA - The management of Mobile Telecommunications Network (MTN) on Tuesday presented the last batch of 28 Hyundai cars to winners of its ""90 days 90 cars"" campaign.

Mr Sam Issoufou Toure, Head of Product Innovation and Innovation Management, told the media that the cars would be giv",
