sample_id,prompt,original_text,human_text,attacked_text,z_score_original,z_score_attacked,is_watermarked_original,is_watermarked_attacked,num_tokens,generation_time,detection_time_original,detection_time_attacked
10,Beautiful Like New home without the new home price. This home has been completely remodeled. EVERYTH," Basement with a bonus room. There are several updates that make this a special home. You will love every aspect.

* The data relating to real estate for sale on this web site comes in part from the I","If you want to succeed, don’t look back.
skills in drawing and painting, I took notice.
game, is the utter lack of compromise to the vision they are pursuing.
eyes pinned to the end goal and stick wit","If you want to succeed, don’t look back. skills in drawing and painting, I took notice. game, is the utter lack of compromise to the vision they are pursuing. eyes pinned to the end goal and stick wit",2.37346441585572,-0.7364596943186588,False,False,120,2.993816614151001,0.0008471012115478516,0.0005512237548828125
11,Wild Beasts return to Prague for a show at Lucerna Music Bar. The British indie rock band is current," The Vast, Natasha Stoner, will perform with Wild Beasts. The concert will take place on Tuesday, November 29, and doors open at 7 p.m. Tickets are available here.

For tickets, please visit Lucerna o","CAPE CANAVERAL, Fla. (AP)  SpaceX has launched a used supply ship on a used rocket to the International Space Station.
It’s the second trip to the orbiting lab for this particular Dragon, recycled fo","CAPE CANAVERAL, Fla. (AP)  SpaceX has launched a used supply ship on a used rocket to the International Space Station. It’s the second trip to the orbiting lab for this particular 3:00 p.m. or book t",6.327848502189878,1.6059101370939322,True,False,96,2.1987671852111816,0.0004956722259521484,0.00037789344787597656
12,"Great opportunity ! Home has 3 bdrms,a bonus room or 2nd living area,office or 4th bdrm, recently ad"," and back yards, and mature trees, close to shopping centre,school, and freeway. Walk to bus, and schools, within close walking distance to local coffee shop, restaurants, and shopping centre.

The da","Well, it looks like the Golden State Warriors will just have to make due with four All-Stars on their team and not potentially five.
Portland Trail Blazers&apos; All-Star point guard Damian Lillard wa","Well, it looks like the Golden State Warriors will just have to make due with four All-Stars on their team and not potentially five. Portland Trail Blazers&apos; All-Star point guard Damian Lillard wa",1.6431676725154982,0.30678599553894814,False,False,120,3.0163979530334473,0.0007121562957763672,0.0007028579711914062
13,About Us Grace & Co Contemporary Jewellers was set up in 2010 by two jewellery professionals with ov," la Zouch showroom opened in 2011 we have become a family run company.

Established in 2009, by husband and wife duo, Stephen and Heather, this family run company, is based in Ashby de la Zouch.

The ","Google Music hasn’t been making a lot of noise lately and is, in some ways, in danger of being overshadowed by other cloud music sites. But the Internet giant has roared back with the addition of a ke","la Zouch showroom opened in 2011 we have become a family run company. Established in 2009, by husband and wife duo, Stephen and Heather, this family run company, instantly restore their music collecti",6.875238727711585,1.4881948549771191,True,False,119,2.9077577590942383,0.0005595684051513672,0.0006585121154785156
14,"When HP spins out its PC division, what will be left in the company? Everything below except for the", Systems Group will continue on in whatever way HP and Canon decide. This won't harm anyone but I find it hard to see what will end up in that name. Maybe a Linux server company or something. I have a,"... as the iPhone chips away at RIM dominance | City A.M.
STANDARD Chartered is replacing the BlackBerry, currently its standard corporate communications device, with the iPhone, a move that could eve","... as the iPhone chips away at RIM dominance | City A.M. STANDARD Chartered is replacing the BlackBerry, currently its standard corporate communications device, with the iPhone, a move that could eve",5.8423739467217715,1.12089707663561,True,False,120,2.933623790740967,0.0006999969482421875,0.0006430149078369141
15,"The hype track arrives just in time for Miami Music Week. The name “Pogo” is not, like so many EDM t"," sound. And according to its artist, DJ Pogo, the name was a nod to late, legendary producer/DJ DJ Pogo, whose work he claimed is on a par with that of artists like Kraftwerk and Kraftwerk.

The track",EXCLUSIVE: 100 Questions creator Christopher Moynihan has inked a two-script deal with ABC Studios to write and executive produce two comedy projects for the studio. The projects will be co-produced b,EXCLUSIVE: 100 Questions creator Christopher Moynihan has inked a two-script deal with ABC Studios to write and executive produce two comedy projects for the studio. The projects will be co-produced b,6.7552448758970485,2.483681682260265,True,False,120,3.0162811279296875,0.0007371902465820312,0.0007047653198242188
16,HARRY KANE reportedly wants to be Real Madrid’s new number nine. The Tottenham superstar became the ," Monday.

Kane, 27, scored in both legs of Tottenham’s 4-0 victory over Roma in the Europa League final in Cardiff on Thursday, setting up Son Heung-Min for the club record 34th international internat","The body of a woman has been found in a river at a boatyard in Woodbridge, Suffolk.
Suffolk Police were contacted at around 10:50am today, by the Coastguard who were responding to reports of a body in","Monday. Kane, 27, scored in both legs of Tottenham’s 4-0 victory over Roma in the Europa League final in Cardiff on Thursday, setting up Son Heung-Min for the by the Coastguard who were responding to ",6.024948132556827,1.116880781646981,True,False,120,2.9839370250701904,0.0005831718444824219,0.0004222393035888672
17,"CLEVELAND- Faith, family, and future. Those are the pillars that guide this week's 'Cool School,' Vi"," changed a lot. The past president, Dan Taylor, was a member of both the 1960 and 1968 National Honor Societies.

From playing football with Johnny Unitas in high school, and later being a member of a",Who are even trying to kid?! Kanye West is - without a shadow of a doubt - THE reason Twitter's where it's at today. And it looks like the Sigma lads agree with us!,"changed a lot. The past president, Dan Taylor, was a member of both the 1960 and 1968 National Honor Societies. From playing football with Johnny Unitas in high school, and later being a a shadow of a",7.302967433402215,2.182820625326997,True,False,120,3.0321803092956543,0.0005872249603271484,0.0003440380096435547
18,"The title track dates back eight years, according to Collen, who had forgotten about the song after "," Australia in 2009, with a band that included Collen, Manraze surprised everyone with an updated version, which took the sound deeper and faster with a heavy metal sound that sounded just like their p","Top performances from Tuesday's high school action.
Avery Dyer (Lexington volleyball) – Dyer had 34 assists, four aces, seven digs and three kills as the Lady Tigers beat Hardin County 3-1.
Aly Goodma","Australia in 2009, with a band that included Collen, Manraze surprised everyone with an updated version, which took the sound deeper and faster with a heavy metal sound that sounded County 7-4. Ashlyn",6.572670690061993,0.5773502691896258,True,False,120,2.9417195320129395,0.0007035732269287109,0.0006864070892333984
19,TRENDY SMALL KEY WEST STYLE CONDO LOCATED BLOCKS FROM 7TH AVE IN YBOR CITY. GROUND FLOOR UNIT WITH P," UNITS, KITCHENS AND EXTRACTS ARE IN THE APPROXIMATE 910SF. THIS IS THE OPPOSITE HOMESITE, FOR MORE EXPLAINATIONS CALL OR TEXT JOHN WHITESIDE AT 305.442.8427.

View additional info

Tranquility and ch","TAYCHEEDAH - Two men were seriously injured Thursday night in a head-on crash in the town of Taycheedah.
A 35-year-old Fond du Lac man was traveling west about 7:30 p.m. on Fond du Lac County WH east ","UNITS, KITCHENS AND EXTRACTS ARE IN THE APPROXIMATE 910SF. THIS IS THE OPPOSITE HOMESITE, FOR MORE EXPLAINATIONS CALL OR TEXT JOHN WHITESIDE AT Fond du Lac County Sheriff 's Office. The driver of the ",6.572670690061993,2.0207259421636903,True,False,120,3.3570446968078613,0.0007169246673583984,0.000652313232421875
20,"Low on cash, low on gas or low on ideas this summer? There’s still hope for you and your family, to "," sleep over a cold turkey.

If you plan on spending a lot of money, don’t stress. You will have plenty of cash and lots of options for shopping and dining, but you may need to plan a bit ahead. Consid","Following recent upgrades in other markets, Comcast announced this week that it has boosted the speed of three broadband tiers in Portland, Salt Lake City, Seattle, Denver and Colorado Springs.
With t","sleep over a cold turkey. If you plan on spending a lot of money, don’t stress. You will have plenty of cash and lots of options for shopping and dining, but (hat tip: DSL Reports), Comcast’s “Perform",6.937819061732104,0.7745966692414834,True,False,120,2.944761037826538,0.0005350112915039062,0.0005223751068115234
21,"When RZA is directing a movie, it’s a safe bet that the soundtrack is going to play a major role. No"," Night Comes for Us, is a surefire Oscar contender.

The soundtrack was released just six days ago, and fans of RZA have already fallen in love with every track. Below, listen to a handful of songs of","A Charlotte cancer patient and his Oncologist just finished one of the most iconic marathons in the country.
Wayne Moorehead continues to inspire as he learns to walk without help at TIRR Memorial Her",A Charlotte cancer patient and his Oncologist just finished one of the most iconic marathons in the country. Wayne Moorehead continues to inspire as he learns to walk without help at TIRR Memorial Her,6.390096504226938,1.5523010514126656,True,False,120,3.0007572174072266,0.0007500648498535156,0.0007081031799316406
22,"If you have an Instagram and you live in Tucson, chances are you have seen a picture (or a dozen) of",", chances are that, like me, you have visited the Saigon Thieu Hooters and have tried every kind of noodle soup imaginable.

There are a few things I like in my noodle soup: a flavorful broth, fresh v","According to the relevant laws and regulations, search results for “constitutional government” cannot be displayed.
As of January 6, the following search terms are blocked on Sina Weibo (not including","According to the relevant laws and regulations, search results for “constitutional government” cannot be displayed. As of January 6, the following search terms are blocked on Sina Weibo (not including",8.033264176742437,1.5322617553657476,True,False,120,2.9789514541625977,0.0005586147308349609,0.0005655288696289062
23,"The Rev. Roberta Lahapa Kama, 68, of Honolulu, a retired telephone communications operator at the Qu"," Hawaii and emigrated with her family to Australia in 1959. She was a daughter of Theodora and Frank Tuzio.

The cause was complications related to lung cancer and pneumonia.

The daughter of Theodora","RANGERS general manager Doug Melvin, whose team has been in last place since June 11, said he is more interested in signing closer John Wetteland to a contract extension than he is in trading the vete",Hawaii and emigrated with her family to Australia in 1959. She was a daughter of Theodora and Frank Tuzio. The cause was complications related to lung cancer and pneumonia. who has lost something on h,8.033264176742437,2.2183912735402846,True,False,120,3.031135320663452,0.0005693435668945312,0.0005450248718261719
24,"Where do you buy a ""Keep Fire In Your Life"" shirt? I am sorry if their was a previous post asking fo"," this on their site.  And I did just a quick search and I do not even have a shirt.
Look for a band that uses a lot of fire imagery, like The Killers, Imagine Dragons, and Red Hot Chili Peppers. You'l","Singer Carrie Underwood, former American Idol champ and Almay makeup spokesperson, posted an Instagram pic on Friday that showed off her flawless skin and adorable dog.
""Cloudy but no rain = perfect d","Singer Carrie Underwood, former American Idol champ and Almay makeup spokesperson, posted an Instagram pic on Friday that showed off her flawless skin and adorable dog. ""Cloudy but no rain = perfect d",6.3508529610858835,3.9864879694958635,True,False,108,2.5812156200408936,0.0006525516510009766,0.0005977153778076172
25,"Location, location, location! This home is just a short walk to Coralville Lake & surrounded by natu"," a large kitchen, dining room, living room, and a full basement with plenty of space. The dining room, kitchen, and living room are just a few steps from the back deck and have a beautiful deck overlo","O2 chief executive Ronan Dunne is exploring a debt-fuelled £8.5bn management buyout attempt following the collapse of CK Hutchison’s takeover bid for the mobile operator, The Daily Telegraph can revea","a large kitchen, dining room, living room, and a full basement with plenty of space. The dining room, kitchen, and living room are just a few steps from the back deck and have has been approached in r",7.850689990907381,0.3621429841700741,True,False,120,2.9814531803131104,0.000537872314453125,0.0005445480346679688
26,"WESTFIELD, Ind. -- The Indianapolis Colts are kicking off their training camp on Wednesday at their "," which allows players and coaches to get a good feel for where they are at and what they have to work on.

Head coach Frank Reich will lead the first practice, which begins at 10:15 a.m.

The Colts si","An average of five lakh Indians die every year, hoping, praying and waiting for organs. Even though they know the shortfall of organs is acute, they have no option. They continue to wait in the dark. ","An average of five lakh Indians die every year, hoping, praying and waiting for organs. Even though they know the shortfall of organs is acute, they have no option. They continue to wait in the dark. ",6.207522318391883,2.5649458802128855,True,False,120,2.9778451919555664,0.0007138252258300781,0.00041556358337402344
27,What happens when the world's best-performing emerging market meets the world's fastest-developing c," New Delhi. India says it will boost bilateral relations and expand cooperation in areas like infrastructure development, trade, agriculture, and energy. And President Cyril Ramaphosa looks forward to","MEMPHIS, Tenn. — One person is in critical condition after a shooting Monday in the Goodwill Village Apartments in North Memphis.
Officers responded to the shooting call on Goodwill Lane at 3:30 p.m. ","MEMPHIS, Tenn. — One person is in critical condition after a shooting Monday in the Goodwill Village Apartments in North Memphis. Officers responded to the shooting call on Goodwill Lane at 3:30 p.m. ",6.207522318391883,3.856955560372749,True,False,120,3.0224575996398926,0.0005717277526855469,0.0004718303680419922
28,"(EMAILWIRE.COM, October 06, 2018 ) This report presents the worldwide GPS IC market size (value, pro"," region, type and application.
The global GPS IC industry research Report gives the readers a detailed idea on the worldwide Market size, regional trends, and profit projection for the upcoming years.","Boots advent calendar is so popular it has a waiting list!
This £40 Boots advent calendar is so popular it has a waiting list.
If you'd rather swap your daily dose of chocolate for something a little ",Boots advent calendar is so popular it has a waiting list! This £40 Boots advent calendar is so popular it has a waiting list. If you'd rather swap your daily dose of chocolate for something a report ,3.6514837167011076,1.3251783128981585,False,False,120,3.092525005340576,0.0008585453033447266,0.0004210472106933594
29,"Exciting opportunity for an experienced Reservationist to join a beautiful 5 star country hotel, spa",", Golf, Golf, Golf, Golf etc. on a daily basis, in a friendly and successful manner.

Key Responsibilities

* Managing bookings on behalf of Sales, Marketing and Client Services.
* Receiving and coord","The May 20-22 American Renaissance conference in Tennessee (registration details here) is reportedly rapidly selling out, so I should probably have said earlier that Lydia and I will be attending and ","The May 20-22 American Renaissance conference in Tennessee (registration details here) is reportedly rapidly selling out, so I should probably have said earlier that Lydia and I will be attending and ",8.580986734247602,1.6678156958735875,True,False,120,3.051436185836792,0.0006263256072998047,0.0006866455078125
30,(Illinois News Network) -- A new Illinois law will soon allow schools to use recruitment agencies to," with any staffing agency, not just staffing agencies that hire in-house employees.

The measure was signed into law on Sept. 9. Schools also will need to certify that they will abide by new rules, wh","Turkey on Friday said Syrian government forces should not be allowed in Manbij as US troops withdraw, as proposed by a US-backed Kurdish militia which is viewed as a terror group by Ankara. “The YPG’s","Turkey on Friday said Syrian government forces should not be allowed in Manbij as US troops withdraw, as proposed by a US-backed Kurdish militia which is viewed as a terror group by Ankara. “The YPG’s",6.7552448758970485,1.8593393604027364,True,False,120,2.9539754390716553,0.0005671977996826172,0.0005884170532226562
31,"The CW’s The Messengers wrapped its one-and-done run on Friday night with 950,000 total viewers and "," those 950K total viewers, around 170K were adults 18-49. The show’s premiere on Sunday morning wasn’t even close, picking up a 0.6 demo rating and roughly 990K total viewers.

When compared to The 10","For her visit to Greece, Angela Merkel's soft green jacket should have been just the right colour choice to convey a sense of calm. That is, if it wasn't the very same one the German chancellor wore t","those 950K total viewers, around 170K were adults 18-49. The show’s premiere on Sunday morning wasn’t even close, picking up a 0.6 demo rating and roughly 990K total viewers. 2012. But with fashion no",5.477225575051661,1.3805369799252667,True,False,120,3.092381238937378,0.0005204677581787109,0.0006377696990966797
32,A Turkish Airlines pilot managed to smoothly land an Istanbul-İzmir passenger plane as one of the en, of 10 December. The pilot turned on an emergency beacon on landing and requested an air traffic controller for help. The air traffic controller informed the flight that they could hear smoke coming f,"A county council by-election for Northgate and West Green will be held on the same day as Crawley Borough Council elections next month.
A ‘widely respected’ Labour county councillor has submitted her ",A county council by-election for Northgate and West Green will be held on the same day as Crawley Borough Council elections next month. A ‘widely respected’ Labour county councillor has submitted her ,5.11207720338155,0.3380617018914066,True,False,120,2.96574068069458,0.0005488395690917969,0.0005593299865722656
33,"Now you can read Kingston Whig-Standard anytime, anywhere. Kingston Whig-Standard is available to yo"," any newsstand.

Description:The article focuses on the new program being organized in New Brunswick. It includes: a biographical sketch of Governor-General Sir Wilfred Laurier, a discussion of the pr","Entries are now open for the well loved and much anticipated Helen’s Trust 10k and 3k fun run at Chatsworth.
The event takes place this year on Sunday, May 3, with the 10k starting at 9.30am and the 3","Entries are now open for the well loved and much anticipated Helen’s Trust 10k and 3k fun run at Chatsworth. The event takes place this year on Sunday, May 3, with the 10k starting at 9.30am and the 3",6.207522318391883,3.6514837167011076,True,False,120,3.015789031982422,0.0007555484771728516,0.0004971027374267578
34,"The concept Police -- New York (State) | New York represents the subject, aboutness, idea or notion "," Adler, M. Adler. This collection contains records of civil service boards, boards on law enforcement and court proceedings, and records and minutes relating to labor organizations and the police.

Th","Against Michigan State last season, McSorley threw an uncharacteristic three interceptions — but the number is misleading, as two were no fault of McSorley’s. One came when the intended target got a h","Against Michigan State last season, McSorley threw an uncharacteristic three interceptions — but the number is misleading, as two were no fault of Health in New York | New York. The New York Health La",7.24191812652287,1.6329931618554523,True,False,119,3.021904230117798,0.0005915164947509766,0.0004794597625732422
35,Jay Leno checked himself into a hospital in Burbank after canceling Thursday's show last minute. No ," just couldn't get past that first drive on stage. He couldn't even walk,"" an NBC rep says.

Rough Night

Bobby Brown has admitted that he and his children are battling alcoholism. The rap star and hi","Buy Dr. Reddy's Laboratories Ltd. at a price target of Rs 2555.0 and a stop loss at Rs 2430 from entry point.
Chandan Taparia of Motilal Oswal Securities has a buy call on Dr. Reddy's Laboratories wit","just couldn't get past that first drive on stage. He couldn't even walk,"" an NBC rep says. Rough Night Bobby Brown has admitted that he and his children are battling alcoholism. The rap is Rs 2,467.35",8.033264176742437,3.697944935767362,True,False,120,3.0472774505615234,0.0006840229034423828,0.0007953643798828125
36,Military Times Forums > Hot Topics > In the News > You guys think this guy will hire Mark O'Mara as ," this guy will hire Mark O'Mara as his attorney?

In the News

You guys think this guy will hire Mark O'Mara as his attorney?

by

Scott H.

posted Apr. 21, 2005, 11:58 p.m.

The president isn't likel","""Yes but in another 15-20 years time, a well made Swiss watch that has been looked after will still hold its value and may have even increased its worth, unlike a $1000 iPhone which probably won't eve","this guy will hire Mark O'Mara as his attorney? In the News You guys think this guy will hire Mark O'Mara as his attorney? by Scott increased its worth, unlike a $1000 iPhone which probably won't even",4.929503017546495,0.8164965809277261,True,False,120,2.95528507232666,0.00049591064453125,0.00042366981506347656
37,Democrats who lead the New Jersey Assembly have introduced legislation that would provide sales tax ," Assemblyman Andy Katz have submitted the measure, which would rebate sales tax revenue collected over a 10-year period to property owners, in an effort to assist homeowners and small business owners ","Commercial development site on Sharon Avenue and with access off of Evergreen Street. Great exposure as traffic heads east on Sharon Avenue and near other shopping, businesses, banks etc. Excellent op","Commercial development site on Sharon Avenue and with access off of Evergreen Street. Great exposure as traffic heads east on Sharon Avenue and near other shopping, businesses, banks etc. Excellent op",5.11207720338155,3.927922024247863,True,False,120,2.940782070159912,0.0005688667297363281,0.00041103363037109375
38,"Princess Leia, played by Lily Grisafi, left, Will Bangs, Sam Cast, and a generic stormtrooper, get p"," year Sunday night, with a star-studded gala that included a special performance by Beyonce.

Categories:

Tags:

Boulderites gathered Sunday for the 10th annual Boulder International Film Festival, w","The Navodaya Vidyalaya Samiti (NVS) has released the notification for the recruitment to posts such as principal, post graduate teacher in jawahar navodaya vidyalayas and assistant commissioner, assis","The Navodaya Vidyalaya Samiti (NVS) has released the notification for the recruitment to posts such as principal, post graduate teacher in jawahar navodaya vidyalayas and assistant commissioner, assis",7.302967433402215,4.968696334292462,True,True,120,3.11309552192688,0.000827789306640625,0.0006878376007080078
39,"With prom season underway, it's time for some pampering. Local makeup artists and hairstylists gathe"," prom.

Hanna Argueta, a make up artist with Foster Kinship, helped create custom looks for 10 young girls from the Metro View neighborhood.

Some of the women have never gone to a formal event like a",OLD PIKE PLANTATION – COUNTRY LIVING AT ITS FINEST. This remarkable 5 BR / 3 BA home sits on 3.78 tranquil acres. The thoughtfully-designed open floor plan makes for a family-friendly environment and ,OLD PIKE PLANTATION – COUNTRY LIVING AT ITS FINEST. This remarkable 5 BR / 3 BA home sits on 3.78 tranquil acres. The thoughtfully-designed open floor plan makes for a family-friendly environment and ,6.390096504226938,3.987563447978681,True,False,120,3.068260908126831,0.0007481575012207031,0.0007925033569335938
40,"Yes, that price is CORRECT! Three Bedroom, Two Bath home, with a laundry room, an additional living "," there are TWO ATTRACTIONS! One is a spacious, open and bright living room with hardwood floors, carpet, and an eat in kitchen. The second one is a roomy, nicely decorated, large, private and function","Ljubljana, 9 January - Leader of the opposition Positive Slovenia (PS) Zoran Janković again rebuffed corruption allegations against him on Wednesday, telling a press conference that the assets he supp","Ljubljana, 9 January - Leader of the opposition Positive Slovenia (PS) Zoran Janković again rebuffed corruption allegations against him on Wednesday, telling a press conference that the assets he priv",8.398412548412548,1.9090909090909092,True,False,120,3.191286325454712,0.0005719661712646484,0.0005664825439453125
41,Thérèse-De Blainville police have seized a truck in connection with a hit and run that injured a cyc, with a hit and run that injured a cyclist in Lorraine on Nov. 5. Photo: Marc Bergevin Photo: Marc Bergevin Image 1 of / 10 Caption Close Thérèse-De Blainville police have seized a truck in connection,"The best way to save money on food is to quit throwing it away. Find ways to recycle “old” food rather than the garbage pail.
When vegetables lose their crunch in the crisper, use them in stews or sto","with a hit and run that injured a cyclist in Lorraine on Nov. 5. Photo: Marc Bergevin Photo: Marc Bergevin Image 1 of / 10 Caption Close Thérèse-De Blainville crisper, use them in stews or stocks. Sta",3.6514837167011076,2.7084825756492177,False,False,120,3.040642023086548,0.0004992485046386719,0.0005514621734619141
42,"They were once respected leaders of their towns, men of vision who campaigned on promises to do righ"," leaders of their towns, men of vision who campaigned on promises to do right by their constituencies – but they got greedy.

Sajjan made an early entry into Canada politics after arriving in Vancouve","CFO, Secretary, Treasurer, Director & Executive VP, BigString Corp.
Mr. Robert S. DeMeulemeester is CFO, Secretary, Treasurer, Director & Executive VP at BigString Corp. He is on the Board of Director","leaders of their towns, men of vision who campaigned on promises to do right by their constituencies – but they got greedy. Sajjan made an early entry into Canada politics after arriving at BigString ",6.390096504226938,0.8908708063747479,True,False,120,2.9410431385040283,0.0005865097045898438,0.0005331039428710938
43,The 2019 North American International Auto Show (AKA the Detroit Auto Show) is under way and things ," Mabry, Managing Editor of Detroit Free Press and Editor-In-Chief of Motor Press, who gave a preview and previewed a full list of Detroit Motor Show 2019 announcements. He also gave a quick rundown on","Who says college doesn’t prepare you for the real world? Sometimes they do, right down to the final moment when the tassel is turned from right to left. I’m talking about commencement speeches, which ","Who says college doesn’t prepare you for the real world? Sometimes they do, right down to the final moment when the tassel is turned from quick rundown on which automaker and vehicles will make an app",7.6681158050723255,2.311586975096188,True,False,120,2.9914636611938477,0.0005412101745605469,0.0004673004150390625
