sample_id,prompt,original_text,attacked_text,z_score_original,z_score_attacked,is_watermarked_original,is_watermarked_attacked,num_tokens,generation_time,detection_time_original,detection_time_attacked
10,"If you want to succeed, don’t look back. skills in drawing and painting, I took notice. game, is the"," and that’s also an example, for example, that I have that, the first.

The first step, in the real-life process, is to know yourself.

1. I have never seen the word “credibility” in any scientific or","and that’s also an example, for example, that I have that, the first. The first step, in the real-life process, is to know yourself. 1. I have nevre seen the word “credibility” in any sciuntific or ph",6.572670690061993,6.127946159842712,True,True,120,2.9239401817321777,0.0010383129119873047,0.0004935264587402344
11,"CAPE CANAVERAL, Fla. (AP)  SpaceX has launched a used supply ship on a used rocket to the Internati"," a shuttle shuttle, and the first for a Russian-owned, Russian-built resupply ship. The first resupply flight took off from Cape Canaveral in April 2010.

Lift-off took off 11:48 a.m. EST. Friday with","a shuttle shuttle, and the first for a Russian-owned, Russian-built resupply ship. The first resupply flight took off from Cape Canaveral in April 2010. Lift-off took off 11:48 a.m. EST. Friday weth t",7.12039324756716,5.909090909090909,True,True,120,2.9768903255462646,0.0008792877197265625,0.0005207061767578125
12,"Well, it looks like the Golden State Warriors will just have to make due with four All-Stars on thei"," Kemba Walker isn&apos;t likely to return on Monday against the Philadelphia 76ers.

Coach Terry Stotts announced on Friday that Walker won&apos;t play after he was injured in the fourth quarter of Fr",Kemba Walker isn&apos;t likely to return on Monday against the Philadelphia 76ers. Coach Terry Stott announced on Friday that Walkre won&apos;t play after he was injured in the fourth quarter of Frida,4.381780460041329,4.382772598729475,True,True,120,2.947235107421875,0.0008134841918945312,0.0005009174346923828
13,"Google Music hasn’t been making a lot of noise lately and is, in some ways, in danger of being overs"," announced that they will start working on a streaming video service in the coming weeks.

According to a post on the company’s official Android Blog, Google will begin rolling out a beta video servic","announced that they will start working on a stremaing video service in the coming weeks. According to a post on the company’s official Android Blog, Google will begin rolling out a beta video service ",7.302967433402215,6.5821883330722555,True,True,120,2.9128599166870117,0.0009131431579589844,0.0005686283111572266
14,... as the iPhone chips away at RIM dominance | City A.M. STANDARD Chartered is replacing the BlackB," will pave the way for RIM to sell its smart phones through its own online stores.

The deal allows RIM, which now sells a version of BlackBerry through Apple’s online store, and Apple to tap into a m","will pave the way for RIM to esll its smart phones through its own online stores. The deal allows RIM, which nfw sells a version of BlackBerry through Apple’s online store, and Apple to tap into a mas",3.556003556005334,2.32379000772445,False,False,62,1.3859751224517822,0.0009171962738037109,0.0004153251647949219
15,EXCLUSIVE: 100 Questions creator Christopher Moynihan has inked a two-script deal with ABC Studios t," with Universal Television and Universal Television Alternative Studio.

The first comedy project will be a half-hour anthology drama focusing on 10 different families in the midst of real-life crises","with Universal Television and Universal Television Alternative Studio. The first comedy project will be a half-hour anthology drama focusing on 10 different farilies in the midst of real-life crises, ",5.659799760886717,5.339332783810276,True,True,120,2.967376708984375,0.0008685588836669922,0.0005221366882324219
16,"The body of a woman has been found in a river at a boatyard in Woodbridge, Suffolk. Suffolk Police w"," alerted to the discovery.

Police are now trying to locate an unidentified woman who was reported missing from Woodbridge on 30 August, and was last seen at around 9.15pm on 29 August, walking along ","alertzed to the discovery. Police are now trying to locate an unidentified woman who was reported missing from Woodbridge on 30 August, and was last seen at around 9.15pm on 29 August, walking along T",6.207522318391883,5.477225575051661,True,True,120,2.9482533931732178,0.001024007797241211,0.0004856586456298828
17,Who are even trying to kid?! Kanye West is - without a shadow of a doubt - THE reason Twitter's wher,", who actually do sell a camera, are getting into this whole rap beef, too.

Sigma, in a bid to get on top of Kanye West's Twitter game, have released a new Photoshop competition. Apparently, if you c",", who actually do sell a camera, are geting into tis whole rap beef, too. Sigma, in a bid to get on top of Kanye West's Twitter game, have released a new Photoshop competition. Apparently, if you can ",5.659799760886717,4.929503017546495,True,True,120,2.901719808578491,0.0008306503295898438,0.0005016326904296875
18,Top performances from Tuesday's high school action. Avery Dyer (Lexington volleyball) – Dyer had 34 , 3-1 in the bi-district round. Taylor Clark (Lexington boys cross country) – Clark had the top individual performance of any boys runner in a 17.5 mile meet. The senior crossed the finish line in 10:4,3-1 in the bi-district round. Taylor Clark (Lexington boys cross country) – Clark had the top individual performance of any boys runner in a 17.5 miel meet. The senior crossed the finish line in 10:47,4.199206274206274,4.0575133560034455,True,True,120,2.9791409969329834,0.0008311271667480469,0.00048470497131347656
19,TAYCHEEDAH - Two men were seriously injured Thursday night in a head-on crash in the town of Taychee, on County W intersection with a Ford Fusion. The car crossed over County W and struck a southbound car driven by a 27-year-old man from Appleton. The man driving the car that crossed over also was in,on County W intersection with a Ford Fusion. kThe car crossed over County W and struk a southbound car driven by a 27-year-old man from Appleton. The man hdriving the car hat crossed over also was inj,6.390096504226938,5.5001847714713366,True,True,120,3.092552900314331,0.0007841587066650391,0.0004935264587402344
20,"Following recent upgrades in other markets, Comcast announced this week that it has boosted the spee"," The company also announced that it will add 10 Mbps upload speed tier in Indianapolis, Oklahoma City, and Nashville, Tennessee.

Comcast also says that it will now offer 100 Mbps upload speed tier in","The company also announced that it will add 10 bMps upload speed tier in Indianapolis, Oklahoma City, and Nashville, Tennessee. Comcast also says that it will now offer 100 Mbps uplad speed tier in In",8.763560920082657,7.786074159656593,True,True,120,2.9200937747955322,0.0010390281677246094,0.0005481243133544922
21,A Charlotte cancer patient and his Oncologist just finished one of the most iconic marathons in the ,"
Please enable Javascript to watch this video
CHARLOTTE, N.C. – One of Charlotte and the world's top marathon runners made an incredible run across the United States.
On October 11, 2019, Team RWK Can","Please enable Javascript to watch this video CHARLOTTE, N.C. – One of Charlotte and the world's top marathon runners made an incredible run across the United States. On October 11, 2019, Team RWK Canc",5.659799760886717,4.199206274206274,True,True,120,2.9344091415405273,0.0011107921600341797,0.0005218982696533203
22,"According to the relevant laws and regulations, search results for “constitutional government” canno"," Chinese characters): “people power,” “freedom,” “civil rights,” “people’s rights,” “civil rights,” “people power,” “people power,” “freedom,” and “civil rights.”

Sina Weibo: The blocked terms

The c","Chinese characters): “people power,” “freedom,” “civil rights,” “people’s rights,” “civil rights,” “people power,” “people power,” “freedom,” and “civil rights.” Sina Weibo: The blocked terms The cont",4.199206274206274,3.322052985133747,True,False,120,2.972609758377075,0.0007665157318115234,0.0004849433898925781
23,"RANGERS general manager Doug Melvin, whose team has been in last place since June 11, said he is mor"," bringing in a big-name free agent.

The Rangers are seeking a relief reliever in a bullpen that lacks depth. Melvin said in a conference call on Sunday, while Wetteland and Scott Feldman are being wo","bringing in a big-name free agent. The Rangers are seeking a relief reliever in a bullpen that lacks depth. Melvin said in a conference cal on Sunday, while Wetteland and Scott Felman are being worked",5.294651389216606,4.828078792603349,True,True,120,2.942941665649414,0.0007987022399902344,0.0005192756652832031
24,"Singer Carrie Underwood, former American Idol champ and Almay makeup spokesperson, posted an Instagr",","" she captioned the photo.

Fans couldn't help but shower Carrie with compliments.

The 34-year-old entertainer also shared another photo a day later, on Feb. 10, in which she showed off her toned le",","" she captioned the photo. Fans couldn't help but showerr Carrie with compliments. The 34-year-old entertainer also shared another photo a day later, on Feb. 10, in which she showed off her toned leg",6.390096504226938,5.570860145311556,True,True,120,2.9702508449554443,0.0008077621459960938,0.0005056858062744141
25,O2 chief executive Ronan Dunne is exploring a debt-fuelled £8.5bn management buyout attempt followin,"

Hutchison was competing with BT and Vodafone for O2’s 4G spectrum, which had been priced in excess of £5bn. Hutchison, which already owns 3G and 4G licences in the United States, was looking for an ","Hutchison was competing with BT and Vodafone for O2’s 4G spectrum, which had been priced in excess of £5bn. Hutchison, which already owns 3G and 4G licences in the United States, was looking for an in",6.7552448758970485,6.141879930089016,True,True,120,3.091425895690918,0.0008523464202880859,0.0004940032958984375
26,"An average of five lakh Indians die every year, hoping, praying and waiting for organs. Even though "," have to die.

There are a total of 13.8 Lakh registered donors in the national pool, says a health ministry report. There are a total of 33,000 registered organ donors every year. The National Associ","have to die. There are a total of 13.8 Lakh registered donors in the national pool, says a health ministry report. There are a total of 33,000 registered organ donors every year. The National Associat",8.215838362577491,6.933752452815363,True,True,120,2.943490743637085,0.000873565673828125,0.0005092620849609375
27,"MEMPHIS, Tenn. — One person is in critical condition after a shooting Monday in the Goodwill Village"," just after 10:00 a.m.

The victim was rushed to Regional One Hospital, which was also impacted by the gunfire. The victim was a man, and authorities believe he was there for a friend’s birthday and t","just after 10:00 a.m. The victim wcas ushed to Regional One Hospital, which was also impacted by the gunfire. The victim was a man, and authorities believe he was there for a friend’s birthday and too",6.937819061732104,5.958540230683374,True,True,120,2.9874727725982666,0.0009882450103759766,0.00047516822814941406
28,Boots advent calendar is so popular it has a waiting list! This £40 Boots advent calendar is so popu," fix, rather than buy a box, there are also advent calendars with just goodies, or simply a calendar with lots of things.

Whether you’re on a quest for a perfect outfit, a perfect home, a perfect bab","fix, rather than buy a box, there are also advent calendars with just goodies, or simply a calendar with lots of things. Whether you’re on a quest for a perfect outfit, a perfect home, a perfect baby,",7.48554161923727,6.313641498019764,True,True,120,2.9379115104675293,0.0007810592651367188,0.0005071163177490234
29,The May 20-22 American Renaissance conference in Tennessee (registration details here) is reportedly," and speaking in a special panel on Friday afternoon and will also be working with a conference-proceeding publication.

I am already working on a talk for Sunday morning, and I will give a presentati","and speaking in a special panel on Friday afternoon and will also be working with a conference-proceeding publication. I am already working on a talk for Sunday morning, and I rwill give a presentatio",7.6681158050723255,6.8072851001542904,True,True,120,2.9578428268432617,0.0009751319885253906,0.0005350112915039062
30,Turkey on Friday said Syrian government forces should not be allowed in Manbij as US troops withdraw," entity by Turkey.

On Wednesday, US President Donald Trump announced that Washington would have US troops back in Syria to begin withdrawing immediately.

The announcement was made after meeting with","entity by Turkey. On Wednesday, US President Donald Trump announced that Washington would have US troops vack in Syria to begin withdrawing immediately. The announcement was made hfter meeting with na",6.390096504226938,4.85850203424952,True,True,120,2.958864212036133,0.0009119510650634766,0.0005562305450439453
31,"For her visit to Greece, Angela Merkel's soft green jacket should have been just the right colour ch"," colour green.

An emissary in the visiting leader's outfit of a drapey, blue and yellow silk shirt and black slacks was a little unexpected.

It gave an inkling that someone might choose to make a di","colour green. An emissary in the visiting leader's outfit of a drapey, blue ang yellow silk shirt and black slacks was a little unexpected. It gave an inkling that someone might choose to make a dig a",6.207522318391883,5.269651864139676,True,True,120,2.9579029083251953,0.0008401870727539062,0.0005235671997070312
32,A county council by-election for Northgate and West Green will be held on the same day as Crawley Bo," died. The Northgate and West Green Ward for Crawley Borough Council is being vacated. The poll will be held on 3rd October 2017, 7am-8pm.

As a first step in planning for the work necessary in respon","died. The Northgate and West Green Ward for Crawley Borough Council is being vacated. The poll will be held on 3rd October 2017, 7am-8pm. As a firstn step in planning for the work necessary in respons",6.207522318391883,5.680518698404823,True,True,120,3.013634204864502,0.0007772445678710938,0.0005104541778564453
33,Entries are now open for the well loved and much anticipated Helen’s Trust 10k and 3k fun run at Cha," with the full event offering a generous prize bag.

Runners will get a real taste for just how much running is a part of Chatsworth in a family friendly setting.

Rounding off an exceptional 2019, He","with the full event offering a generous prize bag. Runners will get a real taste for juts how much running is a part of Chatsworth in a family friendly setting. Rounding off an exceptioanl 2019, Helen",7.6681158050723255,6.499336836196815,True,True,120,3.0324323177337646,0.0007612705230712891,0.0005178451538085938
34,"Against Michigan State last season, McSorley threw an uncharacteristic three interceptions — but the"," was in coverage, and the other, an errant pass, was tipped. McSorley also was intercepted twice in the second half, including once in overtime, in a 38–38 tie.

This season, McSorley is 13th in the n","was in coverage, and the other, an errant pass, wass tipped. McSorley also was interceped twice in the second half, including once in overtime, in a 38–38 tie. This season, McSorley is 13th in the nat",4.74692883171144,4.125143236626951,True,True,120,3.073749303817749,0.0008945465087890625,0.0005178451538085938
35,Buy Dr. Reddy's Laboratories Ltd. at a price target of Rs 2555.0 and a stop loss at Rs 2430 from ent," Neutral recommendation on the stock. It is a buy in multiples of 3.8x. The sell would be triggered if the stock dips below Rs 2403, says Chandan Taparia. The long-term targets are above Rs 2600. The ","Neutral recommendation on the stock. It is a buy in multiples of 3.8x. The sell would be triggered if the stock dips below Rs 2403, says Chandan Taparia. The long-term targets are above Rs 2600. The s",4.381780460041329,3.7904513408723988,True,False,120,3.0753774642944336,0.0007805824279785156,0.0004820823669433594
36,"""Yes but in another 15-20 years time, a well made Swiss watch that has been looked after will still "," most of today's shit. Yes, that watch is my favourite, even if I won't buy a new one for 10 years. My love for the watch shows through my behaviour.
I have an Orient that I took to a watch show a cou","most of today's shit. Yes, thyat watch is my favourite, even if I won't buy a new one for 10 years. My love for the watch sows through my behaviour. I hxave an Orient that I took to a watch show a cou",5.8423739467217715,4.164644317955852,True,True,120,2.963315010070801,0.0010519027709960938,0.0005643367767333984
37,Commercial development site on Sharon Avenue and with access off of Evergreen Street. Great exposure," development site located within close walking distance to a new shopping center, restaurants and schools. This property is being developed and/or will shortly start construction. Property size 4,500 ","development site located within close walking distance to a new shopping center, restaurants and schools. This property is being developed and/or will shortly start construction. Property size 4,500 S",8.215838362577491,5.703745285369415,True,True,120,2.9614741802215576,0.0008666515350341797,0.0005328655242919922
38,The Navodaya Vidyalaya Samiti (NVS) has released the notification for the recruitment to posts such ," and assistant engineer. The recruitment drive will be conducted for a total number of 4,065 vacancies.

On August 25, 2019, the union ministry of Human Resource Development, Ministry of Education, Mi","and assistant engineer. The recruitment drive will be conducted for a total number of 4,065 vacancies. On August 25, 2019, the union ministry of Human Resurce Development, Ministry of Education, Minis",5.8423739467217715,5.09823498869952,True,True,120,3.1422064304351807,0.0008449554443359375,0.0005450248718261719
39,OLD PIKE PLANTATION – COUNTRY LIVING AT ITS FINEST. This remarkable 5 BR / 3 BA home sits on 3.78 tr," spacious and inviting setting in which to enjoy a variety of family events. The main level offers a large living room, kitchen with a butler’s pantry, formal dining room and spacious family room with","spacious and inviting setting in which to enjoy a variety of family events. The main level offers a large living room, kitchen with a butler’s pantry, formal dining room and spacious family room with ",8.580986734247602,7.902633289178096,True,True,120,3.0773327350616455,0.0009589195251464844,0.0005397796630859375
40,"Ljubljana, 9 January - Leader of the opposition Positive Slovenia (PS) Zoran Janković again rebuffed"," had were declared on tax records.

PS member and anti-corruption crusader Ove Radek also rebuffed the claims.

According to Radek, there are a number of cases that have been closed that in fact are a","had were declared on taxs records. PS member and anti-corruption crusader Ove Radek also rebuffed the claims. According to Radek, there are a number of cases that have been closed that in fact arel al",6.572670690061993,5.315277406969789,True,True,120,3.0855438709259033,0.0008351802825927734,0.0004954338073730469
41,The best way to save money on food is to quit throwing it away. Find ways to recycle “old” food rath,", add a slice or two of mozzarella cheese, or use a little olive oil instead of frying.

6. Look for Freebies.

If a store has something on sale, buy it. Most times there is something that stores need",", add a slice or wto of mozzarella cheese, or use a little olive oil instead of frying. 6. Look for Freebies. If a tsore has something on sale, buy it. Most ties there is something that stores need, a",6.024948132556827,4.828078792603349,True,True,120,2.9944443702697754,0.0007865428924560547,0.0004868507385253906
42,"CFO, Secretary, Treasurer, Director & Executive VP, BigString Corp. Mr. Robert S. DeMeulemeester is "," Directors, Audit Committee and Compensation Committee. Mr. DeMeulemeester received his MBA in Finance & Accounting, and Finance Management in the year 1981. He was a member of Business and Accounting","Directors, Audit Committee and Compensation Committee. Mr. DeMeulemeester received his MBA in Finance & Accounting, and Finance Management in the year 1981. He was a member of Business and Accounting ",7.48554161923727,6.9963670960272575,True,True,120,3.1462974548339844,0.0007867813110351562,0.0004241466522216797
43,"Who says college doesn’t prepare you for the real world? Sometimes they do, right down to the final "," about students whose college degrees are in math, sciences, economics, computer science, statistics, journalism and related subjects. At least that’s what I discovered in my first year, studying for ","about students whose college degrees are in math, sciences, economics, computer science, statistics, journalism and related subjects. At least that’s what I discovered in my first year, studying for a",8.215838362577491,7.850689990907381,True,True,120,3.047959804534912,0.0008044242858886719,0.0005021095275878906
44,"ARIES (March 21-April 19): ""Everything is complicated,"" wrote poet Wallace Stevens. ""If that were no"," agree.
TAURUS (April 20-May 20): During a conversation with a mentor, actor and writer Kevin Kline confessed that a close friend was dying of cancer. He did not want to talk about it for a number of ","agree. TAURUS (April 20-May 20): During a conversation with a mentor, actor and writer Kevin Kline confessed that a close friend was dyjing of cancer. He did not want to talk about it for a number of ",4.929503017546495,4.929503017546495,True,True,120,3.049715757369995,0.0008044242858886719,0.0004999637603759766
45,Free Shipping On All Beauty Products or Supplies Orders Over $34.00 at Planet Beauty in Santa Barbar," & bumble, Hada Labo. This discount applies on online orders only.

Get $15 off any order when you create an account at Planet Beauty and enter the code PLANET10. Valid on all online orders excluding:","& bumble, Hada Labo. This discount applies on online orders only. Get $15 off any order when you create an account at Planet Beauty and enter toe code PLANET10. Valid on all online orders excluding: M",6.207522318391883,5.339332783810276,True,True,120,3.142765522003174,0.0009024143218994141,0.0005116462707519531
46,"More social website jostling, as AOL upgrades and launches a beta version of AOL Pictures as a direc"," the past six months, is a photo sharing and collaboration site for anyone with a web camera. Now, AOL wants in. Yahoo, whose users are already flocking to Flickr in droves, may just get an upgrade. A","the past six months, is a photo sharing and collaboration site for anyone with a web camera. Now, AOL wants in. Yahoo, whose users are already flocking to Flickr in droves, may just get an upgrade. An",6.572670690061993,6.259907401708599,True,True,120,3.0163679122924805,0.0008122920989990234,0.0005207061767578125
47,FLAGGED. A man who drives his wife to work on their motorcycle says he often gets stopped by enforce," displayed a placard with the words, “MANAGED SERVICES,” when passing through an automated fare collection system.

The husband, a resident of Tiong Bahru, said: “I usually drive my wife to work. I al","displayed a placard with the words, “MANAGED SERVICES,” when passing through an automated fare collection system. The husband, a resident of Tiong Bahru, said: “I usuallyn drive my wpife to work. I al",6.7552448758970485,6.207522318391883,True,True,120,2.9988298416137695,0.0007848739624023438,0.0005633831024169922
48,Les Beaucamps school in Guernsey is currently being considered as one of the potential sites for the," Head of Governors for Schools Stephen McQueen, says that a visit will follow shortly, and will involve a visit to both schools.

Following a visit to Château Thiry in St. Pierre sur Seine, a meeting ","Head of Governors for Schools Stephen McQueen, says that a visit will follow shortly, and will involve a visit to both schools. Following a vsit to Château Thiry in St. Pierre sur Seine, a meeting wit",7.6681158050723255,6.7552448758970485,True,True,120,3.040015935897827,0.0010724067687988281,0.0005636215209960938
49,"St Georges Cathedral of First African Church, Ipaja Town has concluded plans to stage her centenary "," committee for the event, Alhaji Ahmed Alayu, disclosed that in collaboration with the Nigeria Festival Organising Committee, they were already putting arrangements in place for a grand event with ent","committee for the event, Alhaji Ahmed Alayu, disclosed that in collaboration with the Nigeria Festival Organising Committee, they were already putting arrangements in place for a grand event iwth ente",7.48554161923727,7.423931175486519,True,True,120,3.0777034759521484,0.0008330345153808594,0.0005137920379638672
50,"LEXINGTON, Mass., Nov. 03, 2017 (GLOBE NEWSWIRE) -- Curis, Inc. (NASDAQ:CRIS), a biotechnology compa"," today reported preliminary data for six Phase 3 studies for CDK4/6 and CDKL5/6 inhibitor candidates. Three clinical studies, a randomized Phase 3 trial, and two clinical trials, are ongoing for CRIS-","today reported preliminary data for six Phase 3 studies for CDK4/6 and CDKL5/6 inhibitor candidates. Trhee clinical studies, a randomized Phase 3 trial, and two clinical trials, are ongoing for CRIS-8",6.572670690061993,6.1941521911817246,True,True,120,3.2320501804351807,0.0008227825164794922,0.0005114078521728516
51,"Accra, July 20, GNA - The management of Mobile Telecommunications Network (MTN) on Tuesday presented"," challenge,"" held in the Ashanti Regional Capital, Obuasi.

Mr Alex Baah, Director, MTN Marketing and Communications, said MTN in a bid to commemorate and appreciate customers, was conducting a compet","challenge,"" held in the Ashanti Regional Capital, Obuasi. Mr Alex Baah, Director, MTN Marketing and Communications, said MTN in a bid to commemorate and appreciate customers, was conducting a competit",5.8423739467217715,5.041841733655162,True,True,120,3.0106003284454346,0.0008313655853271484,0.0005347728729248047
52,The first teaser trailer has been unveiled for the upcoming Pirates of the Caribbean: Dead Men Tell , the follow up to Pirates of the Caribbean: At World’s End. The film was developed through a collaboration between Disney and Universal with Will Ferrell and Kate Winslet starring in Pirates. Johnny D,the follow up to Pirates of the Caribbean: At World’s End. The film was developed through a collaboration between Disney and Universal with Will Ferrell and Kate Winslet starring in Pirates. Johnny De,5.408521132466447,4.85850203424952,True,True,119,2.947326421737671,0.0009922981262207031,0.0005164146423339844
53,You may need to set aside some extra time if you use Metro's Green or Yellow line. Train service was," safety work on track repairs and track work.

The closure affected service for both lines Friday, Sept. 11, but Metro anticipates that service will be back on track by 9:45 p.m. Saturday, Sept. 12.

","safety work on track repairs and track work. The closure affectd service for both lines Friday, Sept. 11, but Metro anticipates that service will be back on track by 9:45 p.m. Saturday, Sept. 12. You ",7.462778926574919,6.874054958970533,True,True,101,2.356782913208008,0.0007889270782470703,0.0004892349243164062
54,MEXICO CITY (AP) — Three children have drowned off Mexico's southern Pacific coast after an immigran," Oaxaca says the bodies were recovered Sunday. The government released photos and video that show a boy and a girl in a large, yellow bag being carried away. The photo of a woman being carried over wa","Oaxaca says the bodies were recovered Sunday. The government released photos and video that show a boy and a girn in a large, yellow bag being carried away. The photo of a woman being carried over wav",6.937819061732104,6.818181818181818,True,True,120,3.040222406387329,0.0008327960968017578,0.0005223751068115234
55,What's The Fastest Boat Ever Made? What you’re looking at above is a sportfishing boat that has a 6.," sits a massive 17.5ft 4.8m monohull. And it costs a fortune.

So what was done? The answer is that a lot was done. The boat in the photo above is named Aluco and it took five years and £5.4m worth of",sits a massive 17.5ft 4.8m monohull. And it costs a fortune. So what was done? The answer is that a lot was done. The boat in thep photo above is named Aluco and it took five years and £5.4m worth of ,6.390096504226938,5.8423739467217715,True,True,120,3.134369373321533,0.0006954669952392578,0.00047278404235839844
56,"Wildwood at Keowee... ""Where the living is casual and relaxed"". Today's buyers that plan to build ne"," to find these in cities like Vancouver and Toronto. It will be hard for home buyers today in Toronto to find a home with a pool and deck, lots of room and mature landscaping. So, I'll tell you a coup","to find these in cities like Vancouver and Toronto. It will be hard for home buyers today in Toronto to find a home with a pool and deck, lots of room and mature landscaping. So, I'll tell you a coupl",7.48554161923727,6.490973991846821,True,True,120,3.0384480953216553,0.0007379055023193359,0.0004763603210449219
57,BILLINGS- The Montana Rescue Mission announced Monday a familiar face as its new leader in a new par," now working on behalf of The Montana Rescue Mission.

The Friendship House is a residential facility for women and men seeking a second chance in life. This weekend, Lundgren will lead a fundraising ","now working on behsalf of The Montana Rescue Mission. The Friendship House is a residential facility for women and men seeking a second chance in life. This weekend, Ludngren will lead a fundraising e",6.325219629494658,5.155217860230611,True,True,119,3.008344888687134,0.0007774829864501953,0.0005559921264648438
58,"Hey all, my name is Wollemi... I freestyle rap. I keep it fresh like Yo Gotti because I want to make"," play with my fans. I play with my fans. I play with my fans.
I love me some Freestyle Rapping.",play with my fans. I play with my fans. I play with my fans. I love me some Fureestyle Rapping.,4.426352063787131,4.041451884327381,True,True,27,0.602623462677002,0.0006353855133056641,0.00027871131896972656
